Lattice3x10092.csv,,,,,,,,,,,,,,,,,,,,
10,9,7,0,,,,,,,,,,,,,,,,,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
30276,52.87,92.44,113.98,119.28,108.94,93.41,87.36,84.27,76.41,72.65,63.72,55.34,44.09,31.84,18.29,9.88,3.45,0.6,0.05,0
30276,31,70,110,92,93,127,148,116,58,53,96,65,45,18,20,15,10,0,0,0
30276,25,43,71,153,107,134,110,43,72,61,60,40,45,45,10,10,0,0,0,0
30276,8,102,137,201,141,131,79,71,61,108,30,93,51,33,25,5,10,0,0,0
30276,8,128,89,193,95,68,59,66,54,53,65,45,43,40,10,30,5,0,0,0
30276,35,16,133,65,62,107,56,74,20,50,59,91,45,33,10,10,5,0,0,0
30276,11,144,92,150,66,81,74,93,96,66,64,114,53,36,15,15,5,0,0,0
30276,142,74,69,133,74,59,156,86,49,83,41,40,35,10,20,10,0,0,0,0
30276,0,103,86,163,57,174,71,108,99,70,20,25,30,18,9,0,0,0,0,0
30276,25,128,123,91,137,101,117,95,80,60,64,33,55,40,5,0,0,0,0,0
30276,46,46,130,58,103,96,114,78,56,73,69,54,25,25,10,5,5,0,0,0
30276,0,62,99,137,111,117,67,56,68,51,59,33,40,15,20,5,15,0,0,0
30276,13,120,83,126,152,121,103,71,61,55,77,35,61,20,25,0,10,0,0,0
30276,30,93,130,124,75,98,88,51,38,55,83,53,89,30,40,23,5,0,0,0
30276,188,71,166,130,141,115,98,56,59,66,102,59,58,51,5,5,5,0,0,0
30276,43,53,117,157,57,142,53,65,71,74,72,56,53,20,18,15,5,5,0,0
30276,74,133,120,112,150,115,56,107,51,71,92,74,34,10,25,5,0,0,0,0
30276,46,97,47,151,120,146,37,121,54,52,76,91,48,20,25,10,0,0,0,0
30276,108,64,97,102,99,77,152,64,101,46,72,51,38,35,0,0,0,0,0,0
30276,26,87,140,128,99,87,105,90,103,47,80,79,40,15,40,0,0,0,0,0
30276,48,114,77,123,55,85,136,84,96,49,45,74,73,25,10,5,15,0,0,0
30276,0,109,179,122,43,76,48,89,51,73,108,57,40,0,10,15,5,0,0,0
30276,11,113,89,73,76,71,65,103,105,72,62,66,25,45,25,15,0,10,0,0
30276,29,99,75,89,65,76,65,89,84,74,83,76,60,58,25,0,5,0,0,0
30276,8,5,170,151,74,55,81,89,96,98,67,18,41,25,20,5,5,5,0,0
30276,83,136,103,125,94,108,77,106,93,86,45,58,43,18,15,10,10,0,0,0
30276,66,60,181,125,103,161,59,74,52,66,44,46,46,35,10,15,0,0,0,0
30276,85,62,126,109,120,45,90,74,64,68,48,83,20,35,20,18,5,0,0,0
30276,122,92,202,188,79,32,89,79,69,86,44,56,45,60,30,5,5,5,0,0
30276,113,195,69,133,98,113,106,108,62,63,56,20,41,30,20,5,5,0,0,0
30276,114,125,102,131,82,110,70,180,109,53,79,51,59,30,30,15,0,0,0,0
30276,22,72,147,105,79,91,56,97,88,89,73,54,25,40,38,0,5,0,0,0
30276,201,83,110,134,104,142,93,58,120,38,66,68,30,35,15,5,0,0,0,0
30276,17,119,149,110,70,87,82,69,65,96,50,57,40,35,15,15,0,0,0,0
30276,29,126,125,73,201,99,63,85,87,64,58,84,25,30,20,15,5,0,0,0
30276,17,72,203,150,173,93,93,74,59,72,72,60,51,82,10,10,0,0,0,0
30276,73,146,107,89,95,90,132,80,116,112,91,53,25,35,10,20,5,0,0,0
30276,168,122,120,109,142,56,75,93,55,60,71,83,45,20,15,15,0,0,0,0
30276,93,116,72,76,144,82,78,111,107,59,66,51,30,15,20,5,5,0,0,0
30276,43,104,52,160,150,138,64,76,85,81,72,35,43,15,41,13,0,5,0,0
30276,79,60,86,92,132,50,93,79,51,79,51,43,59,20,15,0,0,0,0,0
30276,59,122,148,132,100,75,108,61,100,83,63,66,76,20,20,28,5,0,0,0
30276,124,58,125,128,139,83,102,78,92,46,81,105,51,40,25,0,5,0,0,0
30276,0,49,130,147,100,166,88,49,61,81,50,58,56,20,30,10,5,0,0,0
30276,0,146,187,105,115,129,43,47,51,65,96,76,35,35,20,0,15,0,0,0
30276,0,38,47,132,160,86,84,111,38,75,56,45,64,33,30,0,0,0,0,0
30276,139,16,112,91,84,54,133,114,75,107,44,38,30,35,10,20,0,0,0,0
30276,28,95,109,94,156,53,80,88,67,50,86,59,46,25,10,10,5,0,0,0
30276,8,49,101,116,119,115,85,107,41,54,106,83,41,45,20,15,5,0,0,0
30276,48,138,188,74,52,144,77,112,71,51,35,35,53,48,28,15,0,0,0,0
30276,16,88,142,176,91,80,122,56,87,95,60,53,50,23,20,10,0,0,0,0
30276,127,149,126,169,107,109,89,100,84,71,93,60,40,25,20,20,10,5,0,0
30276,53,178,90,58,78,61,112,84,77,87,58,59,25,35,20,28,0,5,0,0
30276,69,96,145,186,129,75,64,67,87,109,60,33,53,15,15,5,0,0,0,0
30276,0,62,200,78,125,79,124,124,80,86,45,31,48,30,20,5,5,5,0,0
30276,163,77,85,190,112,80,59,61,64,57,47,69,65,35,10,5,5,0,0,0
30276,168,117,143,90,133,33,86,51,79,57,53,63,79,20,25,10,0,0,0,0
30276,26,45,81,75,109,35,55,63,51,76,81,66,25,10,5,10,5,0,0,0
30276,0,90,124,66,101,131,103,50,54,74,109,36,15,35,10,5,5,0,0,0
30276,0,68,125,28,87,13,60,81,62,76,60,82,25,10,20,15,5,0,0,0
30276,11,71,109,156,102,53,75,127,80,74,76,43,20,51,28,5,5,0,0,0
30276,25,123,88,136,131,153,74,110,128,74,48,43,58,40,25,10,5,0,0,0
30276,99,58,75,107,81,140,125,94,69,58,61,55,15,13,15,5,0,0,0,0
30276,31,76,113,127,122,107,71,128,52,128,48,89,50,40,20,15,10,5,0,0
30276,22,196,77,114,100,144,46,112,76,81,86,66,51,41,15,5,0,0,0,0
30276,16,74,83,84,85,80,91,88,102,70,61,48,55,55,5,10,5,0,0,0
30276,0,30,143,60,107,92,67,98,82,61,72,36,48,20,23,15,5,0,0,0
30276,70,62,120,147,116,85,135,103,104,82,35,40,38,50,15,0,0,0,0,0
30276,69,158,124,113,164,97,120,114,93,100,38,51,58,25,30,13,0,5,0,0
30276,34,119,152,98,167,96,88,85,93,89,71,58,10,48,15,20,0,0,0,0
30276,101,25,49,103,125,115,30,95,96,50,20,40,40,20,21,15,5,0,0,0
30276,14,100,82,141,168,83,122,69,45,87,25,38,40,45,25,20,0,0,0,0
30276,69,153,32,167,119,53,71,43,106,91,63,53,40,20,10,0,10,0,0,0
30276,107,57,86,62,122,159,66,79,116,115,68,63,25,20,10,5,0,0,0,0
30276,44,90,95,129,114,69,102,105,37,76,72,50,25,48,35,10,0,0,0,0
30276,52,91,63,133,112,73,89,88,46,38,43,40,15,48,15,15,5,0,0,0
30276,25,186,84,143,96,42,73,60,76,133,62,79,20,35,5,15,5,0,0,0
30276,11,89,118,123,86,109,65,78,103,105,51,51,48,65,25,10,0,0,0,0
30276,91,22,110,160,97,123,90,90,70,56,40,43,18,20,35,25,0,0,5,0
30276,0,76,206,112,79,106,69,112,104,66,65,61,55,20,25,15,5,0,0,0
30276,8,69,58,46,123,68,80,107,114,76,56,70,56,28,25,5,0,0,0,0
30276,46,181,90,117,116,87,98,64,90,79,52,46,64,23,20,10,5,0,0,0
30276,0,114,102,82,144,92,167,65,108,83,33,56,51,58,15,10,0,0,0,0
30276,84,92,157,183,115,79,102,89,87,41,43,60,51,25,15,10,0,0,0,0
30276,23,18,167,95,104,69,54,70,93,122,46,28,65,23,5,5,5,0,0,0
30276,29,41,137,171,108,104,72,88,61,66,66,84,53,35,10,0,5,0,0,0
30276,58,177,33,117,117,70,132,77,84,51,59,50,35,15,5,5,0,0,0,0
30276,28,90,181,173,101,94,111,88,96,46,54,36,76,38,5,15,5,0,0,0
30276,26,36,83,93,84,92,84,108,64,94,68,40,48,40,15,10,5,0,0,0
30276,77,31,118,115,90,70,78,66,40,78,107,28,43,25,15,20,5,0,0,0
30276,70,80,171,50,66,92,128,100,95,105,39,10,52,66,5,5,0,0,0,0
30276,77,77,174,45,97,51,55,68,80,56,62,75,40,15,10,5,5,5,0,0
30276,26,190,88,86,129,77,101,49,75,56,91,41,38,56,25,0,0,0,0,0
