Lattice3x5043.csv,
10,9,7,0,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120,
15129.0,18.01,47.63,60.0,56.51,54.51,46.6,42.09,38.34,40.64,37.28,33.07,25.71,20.5,15.13,10.09,5.25,1.88,0.25,0.0,0.0,
15129,22,31,58,94,51,57,18,58,45,30,35,28,30,15,5,0,0,0,0,0,
15129,47,55,38,65,39,31,30,48,28,54,25,15,20,43,5,5,0,0,0,0,
15129,0,31,120,30,52,58,31,26,5,27,21,15,20,25,10,5,10,0,0,0,
15129,0,68,41,46,56,36,28,53,20,31,52,30,10,23,10,5,0,0,0,0,
15129,0,0,46,74,66,54,23,31,46,58,20,10,15,13,5,15,0,0,0,0,
15129,0,29,23,72,34,15,52,41,33,18,8,20,15,48,15,5,5,0,0,0,
15129,8,19,36,55,78,42,34,53,50,71,42,33,30,20,10,5,10,0,0,0,
15129,0,95,65,54,48,20,26,44,30,15,24,10,10,25,15,10,0,0,0,0,
15129,0,46,81,136,34,65,41,38,28,31,43,23,5,18,5,5,0,0,0,0,
15129,26,0,44,60,66,97,40,23,45,49,33,20,15,18,10,0,0,0,0,0,
15129,5,31,92,89,36,48,26,20,53,27,44,30,41,20,5,0,0,0,0,0,
15129,0,58,16,39,34,58,56,40,28,48,40,51,10,8,30,0,5,5,0,0,
15129,47,8,24,82,14,36,39,64,58,45,20,58,15,20,20,0,5,0,0,0,
15129,0,0,27,16,66,34,32,14,61,50,18,25,10,10,15,10,0,0,0,0,
15129,52,49,38,92,83,76,18,48,59,53,40,25,30,5,20,5,0,0,0,0,
15129,63,8,48,15,26,9,80,56,35,41,25,25,15,5,5,0,0,0,0,0,
15129,0,33,104,41,80,40,59,46,35,35,52,0,25,5,20,5,0,0,0,0,
15129,91,60,36,20,80,50,65,15,34,30,48,18,10,23,15,5,5,0,0,0,
15129,26,60,91,85,52,100,54,59,46,76,38,20,25,15,5,0,0,0,0,0,
15129,0,74,79,64,42,33,69,57,37,14,30,15,31,15,0,10,18,0,0,0,
15129,8,23,89,77,70,28,60,15,61,72,8,18,41,30,10,0,0,0,0,0,
15129,0,34,38,68,51,53,15,33,46,46,43,28,20,0,5,0,5,0,0,0,
15129,17,92,72,87,47,21,18,57,48,51,13,15,13,15,25,10,5,0,0,0,
15129,17,0,35,88,62,39,23,38,55,68,15,33,15,10,10,10,0,0,0,0,
15129,0,43,67,35,51,75,66,42,33,10,20,35,33,30,5,5,0,0,0,0,
15129,0,28,57,93,47,49,71,31,43,20,48,8,15,20,15,5,5,0,0,0,
15129,64,0,46,69,54,56,68,37,18,36,13,25,25,5,5,5,0,0,0,0,
15129,0,17,23,88,70,43,67,51,44,48,52,18,25,10,18,5,0,0,0,0,
15129,0,59,8,35,21,30,67,39,84,30,33,21,15,18,5,0,0,0,0,0,
15129,65,68,65,40,66,61,68,65,25,51,20,19,20,26,25,5,10,0,0,0,
15129,58,19,29,46,35,26,72,30,41,65,33,20,5,23,15,10,5,0,0,0,
15129,36,37,18,34,123,24,15,30,55,28,55,46,10,23,10,9,0,0,0,0,
15129,0,61,39,40,82,28,46,10,24,43,48,25,10,13,10,5,5,5,0,0,
15129,0,93,29,54,91,28,35,10,28,66,30,38,15,10,28,0,5,0,0,0,
15129,0,33,82,37,60,18,28,38,43,23,15,41,30,23,15,0,0,0,0,0,
15129,17,26,28,71,79,20,20,33,13,30,40,34,30,15,13,0,0,0,0,0,
15129,0,25,69,61,68,44,39,34,77,45,60,30,10,15,15,5,10,0,0,0,
15129,20,72,41,52,90,84,47,42,40,13,43,45,33,20,25,10,5,0,0,0,
15129,40,17,115,69,78,21,10,23,47,8,23,10,15,15,15,0,0,5,0,0,
15129,49,48,81,29,70,50,52,23,44,33,20,18,29,10,25,0,5,0,0,0,
15129,76,11,13,57,57,31,54,36,41,32,53,46,30,0,10,5,0,0,0,0,
15129,41,28,67,68,56,21,45,74,51,21,39,30,18,10,5,10,0,0,0,0,
15129,89,33,59,104,34,73,23,18,29,10,36,44,15,10,0,5,0,0,0,0,
15129,44,58,14,35,11,75,24,28,38,20,43,15,51,15,15,5,0,0,0,0,
15129,20,79,75,30,72,40,44,20,33,35,28,20,5,18,10,0,5,0,0,0,
