Lattice3x10092.csv,,,,,,,,,,,,,,,,,,,,
8,7,3,0,,,,,,,,,,,,,,,,,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
30276,23127.5,17519.38,13654.35,10975.39,9060.29,7673.36,6448.1,5330.74,4334.25,3485.32,2846.12,2226.08,1889.71,1903.9,1246.79,1242.12,1966.91,1.45,0,0
30276,23061,17317,13673,10859,8939,7725,6438,5668,4725,3306,2796,1771,2512,3470,104,45,15,5,0,0
30276,23257,17495,13830,11100,8885,7595,6454,4899,3997,3597,2754,1683,1121,1352,606,32,5,0,0,0
30276,23031,17517,13339,11206,9143,7826,6611,5832,4281,3847,2729,4489,1521,2341,1009,30,25,5,0,0
30276,23165,17760,13776,11174,9196,8292,6133,5802,3980,2993,2263,2340,990,1016,117,5408,10,0,0,0
30276,23227,17516,13567,11158,8656,7365,6881,5706,4775,3941,2858,1247,2155,337,116,58,5,5,0,0
30276,23127,17323,13548,10120,8375,8294,6328,5661,4478,3878,3316,2068,2625,1892,131,35,5,0,0,0
30276,23073,17643,14136,10866,9218,7996,6151,4952,3536,2780,3387,2239,2501,751,781,25,0,5,0,0
30276,23209,17508,13242,10776,9597,8201,6863,5046,3384,4121,3305,3536,1130,2358,112,2334,25,0,0,0
30276,23136,17394,13518,11229,9029,7732,5756,4533,3761,3038,2508,3535,4334,1062,175,35,23918,0,0,0
30276,22950,17873,13467,10758,9245,6849,6982,5476,3735,3399,3892,1968,3698,2807,1241,3707,5,0,0,0
30276,22836,17518,13635,11060,9079,8126,5961,5669,4272,3661,2890,1766,2711,795,1087,50,10,0,0,0
30276,23243,17516,13716,11138,9144,7749,5966,5337,4520,3595,3111,1508,1511,2191,375,50,10,0,0,0
30276,23219,17253,13935,11004,9050,8162,6142,5488,4120,2669,2016,1429,649,314,3383,521,15,0,0,0
30276,23054,17245,14140,11541,8799,7648,5947,4746,4503,3962,2678,1836,1276,1560,1686,40,5,0,0,0
30276,23188,17725,13077,10987,9293,7690,6702,4231,4629,3864,2324,1860,1420,942,1868,5907,5,0,0,0
30276,23113,17620,13850,10829,9257,7816,6866,5370,4610,3542,2003,2478,2893,271,65,11235,15,5,0,0
30276,23199,17313,14149,10854,9366,8186,7056,5093,4158,2562,3874,3696,1615,1024,291,35,5,5,0,0
30276,23239,17638,13839,11067,8991,7585,6439,5422,4259,3214,3975,2003,1443,3154,141,50,0,0,0,0
30276,23087,17664,13450,11103,8900,7824,6547,5143,5376,3260,3824,3558,2290,1560,95,50,5,5,0,0
30276,23199,17611,13755,11067,8784,7507,6133,5394,3443,3507,1889,2811,1519,610,962,30,10,0,0,0
30276,23297,17342,13397,11152,9107,7678,6771,5305,5113,2812,2688,3948,2107,1390,1037,2143,15,0,0,0
30276,23049,17606,13848,10790,8553,7172,6153,5395,3654,3531,2224,2237,714,1308,300,10572,10,0,0,0
30276,23161,17467,13733,11210,9070,7392,6635,4999,4455,3135,2599,2208,3217,1152,92,35,15,0,0,0
30276,23044,17561,13717,10417,9249,7896,6475,5483,3842,3916,3603,2108,1227,1318,1074,20,5,0,0,0
30276,22937,17634,13582,11024,9146,7238,6094,6092,3518,4685,1925,2516,1220,2284,15503,7725,10,0,0,0
30276,23140,17523,13494,10807,8758,7572,6404,5207,3430,3431,2165,1473,1246,4882,100,30,20,5,0,0
30276,23170,17759,13830,10989,8840,7495,6497,5592,4925,3091,2840,2180,2399,2354,80,710,10,0,0,0
30276,23235,17500,13857,11474,9189,7420,6262,6089,3748,3385,3203,2881,1926,1321,922,35,20,10,0,0
30276,22960,17315,13117,10929,8398,7891,6053,4735,4330,3482,3178,2773,2307,2406,107,35,30271,0,0,0
30276,23042,17254,14006,11070,8942,7721,6166,4891,4998,3594,2189,1531,1166,1117,936,2030,15,0,0,0
30276,22979,17799,13428,10884,8848,7298,6676,5103,3541,3501,3416,1726,1986,2822,118,45,0,0,0,0
30276,23095,17439,13607,11153,9374,7994,6448,5869,4893,3621,2842,1858,1496,4398,1208,50,20,5,0,0
30276,23263,17487,13426,10845,9071,7884,6145,5295,4325,3318,2593,1485,3355,1667,436,35,5,5,0,0
30276,23109,17629,13465,11386,9319,7639,6680,5520,4306,4183,2140,3071,1694,864,2233,50,5,0,0,0
30276,23041,17423,14166,11300,8597,7011,5795,5479,4565,3383,2347,1423,492,1807,1280,10188,10,0,0,0
30276,23080,17492,13464,10617,9349,7905,7472,4607,4140,3340,2410,1862,609,3100,100,32,5,0,0,0
30276,23182,17556,13603,11254,8626,7998,6500,6300,3997,2831,2741,1610,1348,2976,77,30,12,0,0,0
30276,23184,17187,13634,10741,8827,7281,5900,5764,3977,4411,3596,1482,2663,969,3235,47,20,15,0,0
30276,23350,17732,13712,11085,9573,7831,6052,5323,4326,3519,3075,1813,3543,3548,2321,39,5,0,0,0
30276,23230,17722,13317,10761,9182,7808,7262,5218,4597,3669,2875,2491,1538,956,508,45,14108,5,0,0
30276,23185,17467,13613,10807,9052,7545,6128,5527,4141,4113,3032,2136,4959,785,1115,519,10,5,0,0
30276,23093,17511,13729,11036,9052,7782,6293,5385,4354,3758,3702,3309,2381,1480,93,30,0,0,0,0
30276,23146,17486,13832,11369,8987,7230,7377,5768,5080,3312,2246,3930,1119,6649,117,50,10,0,0,0
30276,23103,17601,13849,10854,9012,7272,5911,4811,4514,3042,2729,1471,3453,610,2778,32,5,0,0,0
30276,23231,17968,13753,11330,9362,7513,5820,5697,4466,3274,2253,3000,1482,4406,2305,5217,5,0,0,0
30276,23237,17475,13648,11086,8747,7861,6762,5423,3856,3368,3258,3129,1646,497,1027,44,10,5,0,0
30276,23216,17677,13615,10827,9767,7837,6486,4681,4188,3201,1874,1104,1134,4842,85,37,15,0,0,0
30276,22842,17610,13378,10738,9244,8094,6830,4530,4394,3564,3126,4275,2943,232,128,9836,3440,5,0,0
30276,23112,17658,13729,10772,9309,7195,6679,5847,4226,3170,3386,2361,3138,427,4462,34,10,5,0,0
30276,23087,17369,13191,10934,8881,6874,6348,5283,4344,3439,3292,1639,2487,338,73,35,15,0,0,0
30276,23187,17460,13662,11014,9400,7609,6397,4954,4228,2661,2744,2478,788,599,105,40,30272,0,0,0
30276,23004,17514,13238,11258,9142,7218,6141,5033,5017,3174,1978,1392,2126,1557,85,58,0,0,0,0
30276,23136,17197,13258,11256,9023,7885,6649,4942,4256,2851,2421,2257,2414,1830,692,55,5,0,0,0
30276,23047,17788,13727,11119,8879,7350,6070,4663,4991,3365,2256,2853,2118,2480,1552,20,15963,5,0,0
30276,23373,17471,13110,11188,9668,7469,6505,5281,4233,2874,2888,1632,718,554,99,12005,8261,0,0,0
30276,23144,17614,13781,11283,8922,7266,6045,5361,4653,3103,2873,2606,1159,337,1518,30,5,5,0,0
30276,22996,17757,13982,10626,8805,8111,7146,6204,4007,2637,2784,1344,2011,2481,1259,65,15,0,0,0
30276,23055,17401,13824,10937,8977,7602,6349,5556,4708,2937,2415,916,1799,2639,127,73,20,0,0,0
30276,23255,17521,13676,10383,9229,7883,5717,5629,4367,3011,2291,1781,3629,1644,1769,42,15,0,0,0
30276,23151,17338,13403,11443,9085,8192,6970,5276,4043,3011,3211,2822,2719,694,5576,5470,0,0,0,0
30276,22982,17426,13839,11216,8554,7493,6274,5566,4440,3447,4343,1137,1936,2317,2799,545,20,0,0,0
30276,23113,17288,13473,11189,8733,7378,6781,5469,4580,3722,2678,1846,2071,939,1579,22,5,5,0,0
30276,23279,17599,13769,10946,9239,7637,6514,5308,4842,3425,2649,2502,660,592,89,34,29802,0,0,0
30276,23190,17598,13414,11186,8985,8345,6475,5360,4822,4529,2301,2160,785,519,3147,25,0,5,0,0
30276,23110,17585,13505,10848,9154,7264,6106,5030,4423,3266,2600,2479,665,1200,186,30,15,5,0,0
30276,23091,17472,13802,11377,9283,7430,6928,5515,4749,3058,2821,1845,1813,2231,98,9542,5,0,0,0
30276,23193,17129,13823,11359,9322,7911,6364,5119,3464,4741,2131,1791,632,1336,2721,67,5,0,0,0
30276,23067,17348,13885,10454,8973,7035,6346,6371,3638,3902,3666,1274,988,4332,2824,1569,15,0,0,0
30276,23114,17539,13524,11024,8797,7851,5935,5191,5057,3362,3603,1863,2106,288,173,15,5,0,0,0
30276,23125,17715,13732,11141,9083,7985,6750,4703,4868,3335,2008,2153,1892,5361,115,30,0,0,0,0
30276,23127,17457,13775,10627,9481,6963,6609,5436,4320,3590,3341,1638,2274,2377,373,25,0,0,0,0
30276,23019,17581,13680,10718,9186,8149,6148,5161,4061,3762,2690,3327,1930,632,277,25,30266,5,0,0
30276,22920,17272,13428,10807,9410,7840,6637,5462,4248,3309,2652,3903,2425,1927,5854,40,15,0,0,0
30276,23124,17601,13685,10815,9398,8170,6096,6031,4517,3296,3002,1849,1086,4232,102,470,15,0,0,0
30276,23260,17206,13339,11392,9339,7641,6392,5236,4110,3217,2486,1520,1973,808,87,25,5,0,0,0
30276,23197,17710,13740,10825,8644,7471,6203,5487,4117,4007,1634,3204,1687,2044,145,40,15,0,0,0
30276,23044,17601,13818,10178,9217,7465,6666,5294,4617,3196,2122,2476,1189,2265,138,63,15,5,0,0
30276,23197,17148,13577,11011,8834,7467,6741,5992,4196,4361,2325,1882,3100,492,2009,726,9508,0,0,0
30276,23177,17475,13735,10507,9314,7119,6246,5035,4878,4389,2921,995,1249,1356,851,2752,5,0,0,0
30276,23064,17615,13692,10395,9581,7608,7134,4872,3366,3967,3562,1518,2713,1355,133,35,5,0,0,0
30276,23158,17644,13684,10555,9214,7754,6844,5264,4546,2527,3868,2105,2423,934,4195,262,5,0,0,0
30276,23000,17591,13815,11332,9310,7955,6241,5544,5122,3154,2861,2234,1242,4447,1233,15,0,0,0,0
30276,22964,17549,13594,10929,8765,7273,7180,5192,3681,5466,3786,2140,1546,718,2877,35,5,0,0,0
30276,23247,17408,13566,10759,8978,7968,6240,5633,4648,3399,2927,1558,1026,3309,767,37,20,0,0,0
30276,23021,17651,13460,11114,9148,7689,6883,5052,3852,4473,2856,1980,2413,2169,110,1836,20,0,0,0
30276,23103,17488,13735,10773,9369,7419,6552,5601,4435,3618,4023,2432,2033,5207,163,50,10,0,0,0
30276,23266,17624,13379,10652,8948,7681,6293,4474,4653,3204,2152,1613,2870,5338,1501,2416,5,0,0,0
30276,23199,17679,13688,10968,9030,7013,6468,5319,4429,3986,2433,971,1666,1003,117,72,25,0,0,0
30276,23009,17693,13703,10882,9311,7970,6351,4780,3383,3421,3021,3189,3999,1283,99,30,15,5,0,0
30276,23156,17531,13986,10798,8974,7533,6047,6662,4896,3016,2797,2250,2983,1212,185,3047,20,0,0,0
30276,23025,17498,13447,10568,8892,8398,6800,4576,4043,3209,4117,3703,755,1359,1017,40,20,0,0,0
30276,23071,17626,13869,11611,8805,7972,6241,5141,4282,3631,2158,2769,579,1975,1847,2111,15,0,0,0
30276,23165,17422,13559,11007,9224,7867,6322,4667,4220,3840,2533,2445,2547,1998,4601,40,5,5,0,0
30276,23239,17449,14047,11492,8708,7343,7379,5210,4699,2700,2769,2644,989,1632,148,50,0,0,0,0
30276,23218,17696,13985,10716,8451,7633,6675,4804,4099,2854,3592,1968,1555,255,1455,634,5,0,0,0
30276,23229,17084,13793,11091,9162,7329,6469,4617,5383,5172,2462,2039,1387,3176,3397,37,0,0,0,0
30276,23176,17441,13593,10507,8738,7980,5910,6800,4357,3217,3169,1424,1149,1009,2769,50,0,0,0,0
30276,23036,17611,13475,11183,9044,7809,6467,5086,4592,3736,3231,3037,831,4113,2744,45,10,0,0,0
30276,23142,17766,14182,11241,8880,8466,6475,6046,4307,3081,2541,2049,1305,2305,664,35,20,0,0,0
30276,23172,17363,13597,11302,9044,7982,6209,5383,5197,3508,3981,1764,2109,2818,113,25,20,0,0,0
