Lattice3x20172.csv,
10,5,1,0,
0,3026,6052,9078,12104,15130,18156,21182,24208,27234,30260,33286,36312,39338,42364,45390,48416,51442,54468,57494,
60516.0,328.025,162.76,436.76,746.335,1478.415,1115.815,1518.68,1826.375,4567.115,6647.025,5960.73,7393.46,7723.43,6664.36,8191.035,3613.87,4236.905,0.08,0.0,
60516,0,43,95,88,60516,14,97,34,95,68,11339,59,36,22,60516,7,0,0,0,
60516,46,81,107,85,27,32,64,30,61,60516,78,21,48,8,8,8,7,0,0,
60516,151,36,16,48,15356,5264,24,49,37,38,23,37,2470,36,0,7,0,0,0,
60516,0,92,68,123,68,94,47,15,68,88,37,53383,14,14,28,7,0,0,0,
60516,28,77,45,71,96,54,28,64,53,75,79,9634,15,55028,0,60516,7,0,0,
60516,151,77,190,139,16,48,35,855,59,10679,33,44,29,7,7,0,0,0,0,
60516,11,41,57,83,36,58,80,67,106,77,29,54,29584,22,22,16,0,0,0,
60516,0,119,87,68,69,130,41,71,48,91,105,60516,31,21,0,0,0,0,0,
60516,10,93,70,73,92,58727,40,4237,59,60516,60,28641,22,8,0,0,0,0,0,
60516,23,70,50,120,117,79,23,27,44,65,34,53,7677,60516,22,8,0,0,0,
60516,23,58,77,52,85,35,39,66,35,59017,55,51,37,14,8,16,7,0,0,
60516,0,226,52,108,66,55,68,55,63,62,72,58,60510,32,60516,7,0,0,0,
60516,0,103,65,49,74,23,83,49,76,60,97,51715,14,37,14,0,0,0,0,
60516,22,73,94,90,103,26,25,49,9085,65,21,59845,15,23,0,0,0,0,0,
60516,78,19,72,105,92,54,44,104,62,82,80,60504,30,15,7,0,0,0,0,
60516,0,45,51,66,121,82,80,79,41,52,1643,23,46,23,14,0,0,0,0,
60516,0,8,85,56,92,57,24,65,37,4859,7,46,43,22,23,0,8,0,0,
60516,38,85,223,60,142,46,25,68,48,55,23,60516,30,60516,22,8,60516,0,0,
60516,11,76,85,123,89,60,34,45,15610,29631,59,23,15289,52820,0,0,0,0,0,
60516,11,35,59,102,21,94,45,53,38,54,60,67,33,60498,7,7,0,0,0,
60516,0,61,64,82,12553,71,28573,39,60516,38,53,39602,30,0,15,0,0,0,0,
60516,14,53,142,115,79,67,82,50,57,115,52,59,22360,17139,60516,7,0,0,0,
60516,11,98,102,56,97,91,74,76,64,65,60516,8,36,60516,7,0,0,0,0,
60516,29,70,148,96,81,83,64,55,93,99,107,37,29,14,0,0,0,0,0,
60516,23,146,89,90,69,45,65,23,37,59,52465,60,4782,49646,7,7,0,0,0,
60516,0,42,72,77,79,93,39,24,67,75,64,53,17151,15,7,7,0,0,0,
60516,26,72,146,49,89,61,51,63,44,60516,20366,32660,46,38,15,0,0,0,0,
60516,55,63,93,115,53,73,52,49,32,13487,45,82,59,14,18,0,0,0,0,
60516,0,51,135,88,51,64,59,84,51,4577,51,60516,15,14,8,8,0,0,0,
60516,46,59,105,39,52,39,95,39,6220,80,46,60516,28,23,21,0,0,0,0,
