Lattice174x174.csv,,,,,,,,,,,,,,,,,,,,
10,7,1,0,,,,,,,,,,,,,,,,,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
30276,9161.79,7835.79,7097.58,6564.22,6151.14,5976.64,5512.43,5073.73,4671.11,4375.58,3830.03,3731.48,3470.55,3464.02,3218.29,2825.41,1992.07,1121.11,209.16,0
30276,9056,7765,6758,5999,5439,5870,5883,5751,4772,4413,2620,2983,1860,4068,3692,2991,2077,1419,37,0
30276,9586,7488,6921,6905,5778,5935,5854,5325,5425,4830,3346,2753,3964,2694,3486,3417,3048,1788,34,0
30276,9365,7207,6926,6301,5867,5341,5422,4750,4204,3962,3635,3658,4301,2322,2714,3019,1671,2948,679,0
30276,9458,7852,7390,6173,6405,6113,5442,5082,5344,4800,3888,2437,2999,3947,2962,1716,2864,166,27,0
30276,9186,7838,7449,6528,5528,6681,5291,4524,5230,4993,3625,3816,3220,2828,2347,2333,1657,157,38,0
30276,9328,7725,7183,7047,5967,6070,6436,6319,4309,4293,4329,3908,2924,3825,3023,2683,1966,1040,27,0
30276,9547,8178,6652,6172,5724,6237,5894,5385,3491,4738,3799,4911,3804,2716,4204,2943,2390,2414,52,0
30276,9511,7865,7171,6099,6258,5765,4973,5567,5486,4970,4620,3583,3769,3539,2256,2062,1649,173,21,0
30276,9713,7536,7592,7145,6597,6090,5464,4991,5096,5071,3778,3564,4159,4762,2685,1861,2839,1391,59,0
30276,9079,7810,7755,6303,6118,5936,5498,4603,4464,3579,4522,4532,4255,4022,3610,3130,2479,1041,59,0
30276,8759,7538,6962,5952,6152,6147,5151,5587,3765,4237,2453,2851,4255,4632,2567,2459,1596,712,49,0
30276,8673,7526,6904,6520,5682,5800,6226,5010,4412,4815,3502,4630,3502,4274,3729,2306,1055,1075,46,0
30276,9104,8000,7428,6003,6476,6492,5470,5297,5399,4143,4512,3293,3697,4193,3135,1396,2641,200,33,0
30276,9284,7408,7669,6347,6315,6174,5824,6280,4707,5028,4734,4988,2596,4287,4540,3713,2777,1168,980,0
30276,9297,7788,7285,6244,6730,5509,5081,4997,4180,3576,4551,3715,2940,3165,2443,2440,2264,1321,47,0
30276,8685,7879,6888,7172,6506,6593,6052,4072,4392,3660,3035,3372,3417,3113,3879,2894,1558,1713,30,0
30276,9335,7850,7047,7224,6440,5679,5566,6076,4985,3995,3501,2985,3944,2873,4206,2714,777,1013,302,0
30276,9881,7615,6891,6477,6735,6450,5332,5066,3976,4051,3434,4307,5456,4397,2469,3782,1539,862,48,0
