Lattice123x123.csv,,,,,,,,,,,,,,,,,,,,
10,7,1,0,,,,,,,,,,,,,,,,,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120
15129,4588.95,3950.97,3581.02,3331.24,3161.14,3019.98,2853.88,2608.94,2319.31,2096.2,1929.5,1848.13,1796.49,1679.02,1670.68,1349.49,1014.91,579.17,53.64,0
15129,4510,3939,3414,2989,2979,2756,3335,2741,2231,1355,1455,1912,1808,1836,1087,825,671,114,22,0
15129,4384,3936,3432,3186,2947,2332,3139,2680,2539,1502,1808,2106,1584,1807,1984,1544,1417,367,23,0
15129,4425,3685,3507,3595,3427,2953,2814,2471,2546,1395,1837,1407,2169,1351,1409,1594,1389,1245,26,0
15129,4786,4071,3766,2916,3238,3524,3171,2040,2080,2291,1985,1883,1830,1896,1734,1034,1038,1108,27,0
15129,4726,3805,3704,2929,2808,3567,3100,3258,1092,2100,1907,1882,1697,1474,1328,1922,163,407,14,0
15129,4434,4008,3576,2977,3449,3285,2239,2145,2225,2558,1952,2266,1472,1327,840,1729,1622,72,5,0
15129,4474,3754,3874,3141,3177,3127,2855,2258,2349,2471,1878,2496,1479,2305,1029,2754,1200,690,27,0
15129,4717,3619,3630,3479,3157,3432,3291,2426,2165,1899,2303,2716,1782,1981,1673,1306,1441,72,23,0
15129,4413,3886,3640,3601,3255,2831,2634,2885,2357,1841,2691,1546,1710,2150,2073,1461,724,697,27,0
15129,4430,4220,3846,3040,3813,3161,2943,2224,2908,1909,1500,1616,1403,2091,2170,1601,938,1411,34,0
15129,4807,3950,3255,2776,3299,3829,3523,2943,2856,2601,2078,2229,2298,1332,1607,1123,1091,426,24,0
15129,4918,4126,3578,3712,2655,2746,2869,2692,2284,2110,2179,1866,1656,1954,1725,932,904,100,27,0
15129,4530,3799,3650,2751,2833,3375,2883,2832,2546,1582,530,1537,2142,2119,1589,1622,1412,705,19,0
15129,4299,4007,3194,3777,3129,3100,2725,2323,2621,1407,2076,1769,2463,2052,1402,563,877,74,22,0
15129,4969,3888,3531,3027,3504,2907,2769,2292,2215,1715,3003,1788,1881,2048,1187,1405,1004,419,16,0
15129,4667,4132,3724,3575,3201,2963,3234,2680,2246,1953,1867,1153,1957,2302,2301,2358,1412,632,22,0
15129,4434,3779,3843,3495,3497,3321,3002,2010,3133,1486,1644,2112,2495,2168,1606,1600,428,92,25,0
15129,4692,3492,3321,3095,3138,2901,2792,2334,2587,1306,2686,1098,1582,2493,2441,1514,432,470,12,0
15129,4943,3717,3888,3415,3242,2938,2642,2609,2330,2374,2441,1954,2478,719,1236,718,1381,65,6,0
15129,5105,4257,3485,3558,2587,3739,2771,3492,2403,2647,1511,1429,1335,1299,1476,1456,2129,988,31,0
15129,4480,4109,3738,3317,3290,2994,2430,1969,1868,2715,2454,1354,2476,1826,1313,706,1248,1723,17,0
15129,4827,4044,3479,3092,3051,2941,2620,2760,2118,893,2204,2149,2160,1857,1117,1238,1286,974,17,0
15129,4674,4267,3094,3722,2930,2767,2486,3114,2062,2567,1831,2555,2133,1727,1980,1048,1100,404,21,0
15129,4645,3734,3779,3478,3095,3074,2705,2464,2156,1993,1857,1851,1289,1100,2423,2101,1012,519,13,0
15129,4699,3987,4224,3183,3303,3282,3451,2227,2124,2249,1987,1719,1873,2400,1091,760,1197,538,17,0
15129,4387,4064,3445,3413,3161,2870,2870,2529,2405,2432,1649,1310,2534,1521,1516,1075,978,78,16,0
15129,4682,4195,3880,2880,2975,2943,3495,2423,2589,2354,1956,2122,1819,1478,1855,1857,1477,729,23,0
15129,4799,4009,3552,3499,3429,3256,2733,2367,2041,2296,2508,1402,1747,1480,2120,1108,1125,1388,17,0
15129,4754,4281,3556,3585,3032,2874,3372,2309,1824,1596,2729,2075,2230,943,2382,2127,900,1012,31,0
15129,4190,3739,4069,3991,2873,3193,2907,2408,2797,2485,1963,1440,2137,2071,1938,1493,652,121,654,0
15129,4448,3777,3596,3451,1978,3591,3100,2807,1627,1875,2099,2028,1728,1574,1231,1439,643,968,0,0
15129,4806,3747,3427,3195,2420,3114,3174,1961,2151,1938,1110,1311,1643,1654,1903,944,764,1212,21,0
15129,4243,3764,3862,2624,3309,3238,2281,2456,2090,1488,2571,1442,1554,1483,2454,130,429,468,17,0
15129,4498,3930,3423,3467,3119,3030,3495,2904,2834,1576,2025,2666,1900,1610,1383,569,1409,1152,24,0
15129,4643,4221,3688,3129,3733,2103,2826,2581,2009,1659,1595,1376,1663,2291,1077,1208,886,55,28,0
15129,4546,3768,3763,3202,2715,3229,3135,2730,2667,1663,1657,1896,1561,1353,1680,2103,870,1436,12,0
15129,4560,3959,3389,3266,3152,2739,2764,2838,1820,2627,1893,2054,1578,2542,1693,1746,944,1119,25,0
15129,4684,3971,3144,3338,3460,3130,3001,2750,2173,1942,2491,2168,2115,2007,1540,486,413,78,17,0
15129,4792,3689,3405,2987,3065,2950,2440,2347,2243,2980,2231,1164,1491,1933,1853,1742,663,911,33,0
15129,4595,3582,3280,3061,3159,3050,2734,2913,2420,1805,1583,1814,1876,928,2622,1562,1489,654,9,0
15129,4572,3804,3963,3408,3048,2874,2769,2610,1934,2864,2098,1578,1695,1985,2181,1456,1049,627,12,0
15129,4750,4034,3680,3661,2907,2422,2390,3228,1341,2359,2370,1241,562,1363,1733,2225,835,713,17,0
15129,4597,3741,3337,3418,3756,3228,2640,2988,2603,2494,1493,1575,1027,2115,1592,1409,1344,578,23,0
15129,4531,4363,3388,3384,2921,2447,2900,2386,3048,1572,1358,1937,2511,1032,1555,2239,1062,555,22,0
15129,4428,3695,3550,3392,3323,3279,2238,2847,2722,1961,2215,1982,1821,1803,1931,1832,562,95,12,0
15129,4624,3974,3421,3609,3139,3186,2684,2717,1989,2111,1906,1831,2456,1562,473,1013,1211,792,13,0
15129,4511,3845,3445,3087,3376,3469,2224,2603,2063,1941,2263,1497,1728,2588,480,932,1107,587,22,0
15129,4395,4261,3421,3175,3369,3301,2252,2137,1698,1830,2014,2359,1450,612,725,1583,681,935,23,0
15129,4620,3816,3392,3819,3129,2864,3517,2621,2590,2289,970,2411,1302,1040,1140,1593,1203,274,362,0
15129,4176,4147,3517,3450,3412,2732,3000,2384,2923,1631,1972,2425,1592,1726,1998,1632,878,414,3,0
15129,4512,3494,3590,3215,3350,2560,3030,3076,2704,1999,1894,2065,855,1638,1267,1102,948,834,8,0
15129,4449,4007,2999,3256,3696,3055,2491,2486,2428,2105,2423,1747,993,809,1823,1705,1623,685,12,0
15129,4514,3804,3638,3281,2807,2973,2520,3007,2505,2456,1852,778,2144,2538,2404,825,918,849,17,0
15129,4557,3792,3465,3148,2921,2474,2792,2897,1929,2343,1458,1840,2046,1321,1827,1127,728,720,361,0
15129,4838,3957,3624,2996,3033,3239,2713,1993,2467,2870,1758,1793,1803,2396,1834,1198,1038,1071,21,0
15129,4402,4022,3473,3305,3006,3070,3604,2493,2920,2492,2282,1404,2106,2088,1061,757,198,914,29,0
15129,4557,4117,3795,3268,2962,3242,2688,2640,2157,2627,1530,1057,2244,2526,2141,1196,769,868,21,0
15129,4347,3978,3571,3332,3706,2868,2768,2270,2750,2155,1825,1406,2013,1705,1880,1701,1379,97,19,0
15129,4616,3830,3721,2935,3425,2732,3432,2201,2663,2170,1908,1857,1397,1817,958,1761,453,101,20,0
15129,4436,3721,4020,2968,2841,3292,3047,2288,1720,2635,2448,2028,1362,1975,1267,1809,346,629,13,0
15129,4611,4093,3758,3820,3107,3584,2308,3253,3065,1828,2223,2305,1494,1304,1209,1415,273,298,14,0
15129,4464,4031,3517,3622,2394,3413,2886,2170,2489,1985,1512,1898,1715,1753,1162,1216,307,1060,27,0
15129,4733,4106,3894,3471,2807,2994,2755,2949,2460,1821,2271,1866,1818,1300,1651,1559,1825,681,17,0
15129,4202,3948,3364,2885,3349,3322,2988,2347,1847,1959,1815,1861,2833,1795,1815,1250,961,701,23,0
15129,4623,3769,3564,3507,3534,2698,2677,3057,2370,1986,2180,2458,1271,1618,1160,950,1651,63,25,0
15129,4486,4354,3371,3774,2707,3281,2490,2612,2787,2551,2711,1856,1841,2164,1191,288,1241,1111,28,0
15129,4591,4011,3575,3209,2726,3540,3036,2381,2185,1718,1336,1745,1554,1679,1889,1410,903,398,27,0
15129,4490,4300,3050,3066,3825,3477,2931,3080,2384,2602,1621,1941,2077,1137,2186,1294,780,701,41,0
15129,4790,4119,3321,3619,3079,3071,2369,2878,2426,1464,2123,1090,1144,1084,1782,2330,1241,70,14,0
15129,4478,3837,3845,3298,2826,2313,3059,2627,2052,2210,2207,1468,2508,226,1826,358,462,858,6,0
15129,4771,3834,3696,3514,3061,2955,3213,2457,2262,2587,2104,1844,1491,1472,1752,733,1311,104,17,0
15129,4782,3598,3622,3822,3546,3244,2824,3083,1869,1367,1471,2049,1996,1281,2117,1018,1411,310,357,0
15129,4484,3987,3506,3398,2788,2796,3218,2359,1907,2097,1701,1645,2449,1821,1670,998,1378,78,24,0
15129,4472,4009,3933,4086,3454,2693,2693,2371,2034,2396,1138,1722,2247,1540,1445,619,777,705,14,0
15129,4737,4200,3550,3051,3234,3278,2678,3122,2286,1926,1963,2771,1229,1358,1269,2198,366,66,14,0
15129,4525,3802,3209,3123,3082,3121,2545,1929,2536,1932,2014,2080,1731,1965,1402,1185,844,62,12,0
15129,4601,3973,3819,3145,2558,3137,3364,2668,2408,2473,1585,2299,1310,1195,2105,1520,1025,533,33,0
15129,4632,3776,3520,3240,3062,3119,3190,2715,2311,2380,2103,2160,819,1902,1987,1487,675,710,28,0
15129,4652,4045,3888,3569,3203,2589,3373,2893,2385,2194,919,2418,2022,1865,2106,1723,299,68,19,0
15129,4441,3917,3577,3191,3122,3032,2353,2153,2586,1413,886,2830,1908,1362,2378,764,1224,734,9,0
15129,4331,4370,3733,3208,3442,2787,1744,3114,1142,2787,2071,1199,2005,1787,1503,1404,1778,1148,26,0
15129,4813,4079,3458,3234,2975,3166,2982,2955,2016,1945,1675,3461,1874,2013,1817,917,1532,389,17,0
15129,4644,3692,3716,3833,3519,2472,2935,2798,2644,2079,1336,1765,2602,1583,2607,1612,1425,1150,23,0
15129,4453,3993,3448,3601,3321,2137,3255,2574,2101,1937,1382,2165,1149,802,1271,1204,951,702,19,0
15129,4717,3739,3893,3195,3028,2706,2887,2120,2457,1865,2817,1575,2620,2751,1360,1309,576,908,22,0
15129,4948,4076,3855,3100,3658,2616,2972,2923,2578,2192,2161,1790,1845,1198,1569,1067,1065,77,20,0
15129,4603,4146,3407,3451,2869,2592,3039,2002,2431,1787,1793,2193,2661,775,1882,1621,1015,1581,14,0
15129,4434,3854,3359,3425,3566,3117,2789,2468,2265,2547,2114,1170,1759,1900,2137,1986,1215,94,33,0
15129,4613,3907,3292,3598,3467,3013,3033,2661,2731,2465,1816,1637,1118,1564,3047,923,1708,724,663,0
15129,4730,4137,3378,3598,3009,2837,2980,3175,2968,2828,1261,1829,1746,2187,1868,1140,653,95,9,0
15129,4415,4263,3863,3100,3215,3254,3046,2472,2143,1858,2138,2193,1370,866,1704,1135,1094,70,22,0
15129,4783,3952,3693,3470,3137,3249,2687,3016,2224,2340,2472,1547,1758,1776,1487,1516,1249,90,20,0
15129,4655,3744,3564,3530,3240,3351,2407,2811,2284,1835,2486,1812,1960,2069,2165,1503,1705,47,29,0
15129,4631,4156,3402,2922,3489,2628,2780,2784,2299,2201,1653,1357,2200,2180,1748,1288,809,57,1098,0
15129,4893,3817,3732,3273,3367,3045,2604,2450,1694,2030,1990,1729,1377,655,1779,952,1157,88,17,0
15129,4467,4093,3469,3323,3532,3129,2809,2075,1842,2202,2230,1501,2095,1617,1305,2165,1153,397,12,0
15129,4648,3897,3391,3365,3112,2853,2934,3027,2870,1921,1415,1502,991,1883,1533,1092,1575,807,17,0
15129,4588,4159,3755,3725,3521,2935,3290,2862,2596,2335,2806,1921,1723,1866,2071,1411,466,1049,19,0
15129,4539,4242,3780,3270,3102,2968,2740,2673,2637,2576,2075,2492,1510,1885,1942,1520,1316,725,37,0
15129,4378,3763,3674,3472,3370,3024,2076,2766,2475,2462,1615,2197,1994,1603,833,1271,605,377,24,0
