Lattice3x10092.csv,
11,6,2,0,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260,
30276.0,10.74,47.7475,225.0025,292.5425,234.2725,769.4775,706.375,697.7275,1125.96,1669.42,1667.64,1834.86,2751.3675,2108.165,1447.4475,1273.1875,454.39,75.725,0.0,0.0,
30276,0,0,82,43,30,11,7,23,32,24,39,28,24,16586,0,0,0,0,0,0,
30276,0,8,46,74,52,43,58,35,53,25,18,21,7,29,24,30276,0,0,0,0,
30276,0,66,67,33,8,22,17,26,0,24,8885,22,0,30276,30276,0,0,0,0,0,
30276,0,33,46,69,14,43,44,15,2810,7,54,8,16,0,7,0,0,0,0,0,
30276,0,41,62,8,19,21,44,0,16,44,29,15553,0,16,8,0,0,0,0,0,
30276,0,64,15,36,23,27,16,46,8,23,14,8,15,7,7,0,0,0,0,0,
30276,8,93,54,0,30,32,62,31,14,58,31,18541,8,15,8,0,0,0,0,0,
30276,69,0,42,16,9298,32,92,49,349,24,21,17,23,12673,30276,0,0,0,0,0,
30276,0,31,34,69,34,75,49,54,42,16,47,32,8,14,7,0,0,0,0,0,
30276,56,74,8,48,33,43,26,54,30,22,24,16,24,8,0,0,0,0,0,0,
30276,0,29,57,39,13,16,15,16,8,23,8,14,22,7,8,0,0,0,0,0,
30276,23,80,17,69,27,34,26,7,85,18,45,21,7,15,0,8,0,0,0,0,
30276,0,30,41,32,19,16,42,29,34,23,18,16,15,7,0,0,0,0,0,0,
30276,0,18,69,36,61,13,39,24,26,16,15,7,28,0,7,15,0,0,0,0,
30276,0,60,11,33,39,27,35,8,0,32,50,7,46,30276,8,0,0,0,0,0,
30276,35,0,51,61,1099,15,15,43,46,23,29,28,22,22,7,0,30276,0,0,0,
30276,0,23,63,59,53,0,29,14,90,17,28,8,7,28,0,30276,0,0,0,0,
30276,0,31,28,31,7,40,8,0,54,29,36,22,30276,0,22,0,0,0,0,0,
30276,0,56,14,48,42,11,39,33,16,30276,40,30,15,21,0,0,0,0,0,0,
30276,44,50,49,18,34,32,0,30,8,25,38,38,5217,22,8,0,0,0,0,0,
30276,0,24,50,58,37,16,54,0,8,1564,30276,29,7,8,7,0,0,0,0,0,
30276,0,20,106,16,8,30273,0,52,14,26,27,56,8,0,0,8,0,0,0,0,
30276,8,0,43,38,33,38,17,45,16,32,5133,30,15,21,7,0,0,0,0,0,
30276,0,42,25,11,0,37,16,45,8,16,23,11056,15,20623,0,7,0,0,0,0,
30276,0,63,49,22,30,38,21,35,30276,30276,16,11315,15,14,0,0,0,0,0,0,
30276,0,8,21,47,54,10340,7,14,43,46,26,8,7,30,7,0,0,0,0,0,
30276,0,87,25,69,21,29,16,46,23,8,24,15344,3917,0,30276,0,0,0,0,0,
30276,11,34,44,37,31,16,23,26,0,35,71,38,15,37,7,0,0,0,0,0,
30276,17,53,19,57,8,23,48,54,19,24121,14,16,15,15,8,0,0,0,0,0,
30276,8,14,22,25,27,18,10,16456,8,30,8,24,8,23,0,0,0,0,0,0,
30276,0,87,25,34,23,54,28,0,34,2797,40,24,33,8,14,0,0,0,0,0,
30276,0,31,69,83,56,31,16,8,44,19,38,14,21,16,0,7,0,0,0,0,
30276,0,8,40,17,65,30273,19,0,15,45,30276,52,0,21,7,0,0,0,0,0,
30276,76,14,83,69,25,46,7,19,0,30,26,12923,21,22,16,0,0,0,0,0,
30276,0,0,4196,97,32,34,8,23,7,37,23,25,7,24,0,8,0,0,0,0,
30276,0,0,72,63,8,8,34,23,25,37,23,14,7,22,0,30276,0,0,0,0,
30276,0,19,11,68,31,18,0,23,14,14,44,7,22,7,0,0,0,0,0,0,
30276,0,25,39,46,60,16,0,15,52,25,7,32,15,0,0,0,0,0,0,0,
30276,0,29,0,52,16,15,24,22,23,53,28,29,23,14,0,0,0,0,0,0,
30276,0,67,101,37,60,68,15,33,48,15,55,8,11018,0,0,0,0,0,0,0,
30276,41,42,30,63,8,19,8,34,46,42,4601,7,21,0,0,0,0,0,0,0,
30276,0,39,46,95,69,42,38,41,10366,16,22,0,15,8,7,0,0,0,0,0,
30276,8,32,91,18,26,15,15,15,15,53,28,30,6105,21,7,0,0,0,0,0,
30276,29,7,47,43,29,24,68,50,51,16,30276,23,30276,30,7,0,0,0,0,0,
30276,11,53,25,26,21,47,48,30,48,39,40,30276,0,8,0,0,0,0,0,0,
30276,0,19,32,62,40,45,8,47,37,19,45,28,30276,22,0,0,0,0,0,0,
30276,29,56,71,26,27,35,11,22,30,15,7308,1783,8575,22,0,0,0,0,0,0,
30276,0,51,11,45,21,23,41,0,26,29,8,37,31,7,8,0,0,0,0,0,
30276,43,33,70,49,33,34,40,15,49,55,18030,37,14,29,0,0,0,0,0,0,
30276,0,22,23,48,40,16,26,29,28,69,14,30276,30,0,0,0,0,0,0,0,
30276,14,0,50,62,35,7,8,51,47,37,7,24,30276,14,0,7,0,0,0,0,
30276,0,25,82,38,65,26,27,25,24,41,21,23,14,7,13388,0,0,0,0,0,
30276,14,33,11,50,75,29,49,16,34,4667,47,14,7,7,0,7,0,0,0,0,
30276,16,85,89,33,19,25,31,0,51,23,45,14,30267,18,7,0,0,0,0,0,
30276,0,33,87,62,32,18,16,41,19,39,16,40,7,7,14,7,0,0,0,0,
30276,74,8,65,38,41,22,14,22,35,7,22,23,7336,23,7,0,0,0,0,0,
30276,58,16,91,16,29,8,17,11,16,17,51,50,32,18,7,8,0,0,0,0,
30276,47,16,37,46,49,50,7,15,26,31,22,27,14,15,0,4585,0,0,0,0,
30276,0,40,37,26,67,19,45,0,37,16,18,21,30276,24950,0,7,0,0,0,0,
30276,0,126,33,61,54,56,15,16,30276,22,8,31,7,0,30276,0,0,0,0,0,
30276,0,50,27,90,47,50,15,8,8,6093,33,36,0,14,7,0,0,0,0,0,
30276,0,43,0,25,43,58,42,38,53,22,23,29,30,30276,0,0,0,0,0,0,
30276,0,0,41,42,7,5174,7,31,28,54,14,14,7,0,0,0,0,0,0,0,
30276,0,16,34,69,27,31,7,56,34,7,79,23,21,0,7,0,0,0,0,0,
30276,8,94,18,49,89,29639,62,14,7,33,8,15,23,30276,30276,0,0,0,0,0,
30276,26,38,40,51,46,41,37,8,75,27164,52,15,23,7,8,0,0,0,0,0,
30276,0,22,86,49,22,48,11,15,32,33,36,42,15,7,7,7,0,0,0,0,
30276,0,39,114,67,52,41,27,23,22,46,50,21,14,21,0,7,0,0,0,0,
30276,37,35,27,15,61,19,2410,30,7,1323,8,29,22,7,0,8,0,0,0,0,
30276,28,76,71,58,71,45,10,45,1235,28,33,58,8,0,0,0,0,0,0,0,
30276,0,37,68,55,39,19,31,18,6037,34,23,8,0,21,0,0,0,0,0,0,
30276,17,73,31,46,54,24,17418,38,48,31,50,8,4523,16,8,0,7,0,0,0,
30276,38,25,0,71,7,45,29,16,51,48,40,7,11,15,8,0,0,0,0,0,
30276,0,47,47,58,32,26,29,38,30,48,38,28,22,14,7,30276,0,0,0,0,
30276,11,34,88,67,30,34,45,32,37,48,36,30,28,7,15,0,0,0,0,0,
30276,0,51,0,19,48,22,30,43,7,35,23,23,29,31,22,0,0,0,0,0,
30276,32,50,64,27,24,16,49,64,16,45,45,11474,30,8,0,0,0,0,0,0,
30276,0,46,59,89,28,30276,8,19,19,6269,910,2382,847,23,8,0,0,0,0,0,
30276,17,27,26,58,23,41,31,21,42,44,15,25,30276,0,0,0,0,0,0,0,
30276,0,14,97,32,30,57,26,23,30,26,14,31,13,8,7,0,0,0,0,0,
30276,0,51,1962,19,62,36,11,29,7,28,8,36,22,21,0,0,0,0,0,0,
30276,0,42,27,38,48,80,24,26,44,34,14,30,22,15,0,0,0,0,0,0,
30276,14,21,16,47,23,46,26,43,8,22,44,15,30,0,0,0,0,0,0,0,
30276,0,55,16,48,22,85,21,24578,19,8,23,29,5715,7,7,0,0,0,0,0,
30276,0,14,85,36,40,8,20,23,34,8,34,24,36,7,7,0,0,0,0,0,
30276,29,43,84,47,48,31,19,50,15,23,37,7,29,7,0,0,0,0,0,0,
30276,0,39,71,19,62,27,29,25,64,31,40,3567,33,30,8,0,0,0,0,0,
30276,8,43,49,47,38,16,23,8,29564,22,7,29,3059,8,0,8,0,0,0,0,
30276,20,27,34,46,28,15,8,33,36,42,10,30,7,0,0,0,0,0,0,0,
30276,0,57,19,94,26,30,23,31,16,14,45,7,16,15,7,8,0,0,0,0,
30276,0,13,8,22,14,42,23,22,23,22,15,28,15951,16514,7,30276,0,0,0,0,
30276,0,37,59,31,51,58,30,30,17,22,29,22,37,14,16,0,0,0,0,0,
30276,0,0,37,65,65,21,22,8,37,6521,15,30,30276,0,0,0,0,0,0,0,
30276,0,19,19,46,41,20,11,0,14,36,48,5187,7,16,0,0,0,0,0,0,
30276,0,0,19,67,57,52,63,39,38,16,18,2798,7,8,7,0,0,0,0,0,
30276,11,8,39,16,58,19,21,14,22,34,43,38,14,0,15,7,0,0,0,0,
30276,8,17,66,19,34,34,20,16,26,27,22,30276,30276,7,0,8,8,0,0,0,
30276,62,11,83,48,16,18,34,31,16,41,48,22,15,22,15,0,0,0,0,0,
30276,0,13,14,48,16,26,18,40,25,16,14,7,7,0,0,14,0,0,0,0,
30276,0,25,59,33,58,28,72,22,41,0,75,29,30,24,0,0,0,0,0,0,
