Lattice3x10092.csv,
11,6,2,0,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260,
30276.0,13.395,36.125,105.165,509.185,37.6,71.455,890.555,1533.98,1404.65,1594.245,2085.26,2108.155,3106.935,2098.715,2046.72,1349.1,605.99,0.08,0.0,0.0,
30276,0,73,41,37,30,16,10033,24,0,22,30276,22,24,7,0,0,0,0,0,0,
30276,0,99,66,110,28,40,23368,39,70,33,1047,28,25,14,0,30276,0,0,0,0,
30276,0,33,31,22,48,52,33,30276,48,39,15571,22880,30276,7,14,7,0,0,0,0,
30276,34,19,104,56,16,49,36,29,21,7,28,23,25,8660,0,0,30276,0,0,0,
30276,0,51,16,62,92,47,15,19,15,53,16,28,21,23,22,0,0,0,0,0,
30276,0,11,37,41,32,44,35,21,48,14,26,28,8,30276,0,0,0,0,0,0,
30276,0,66,11,76,68,15,51,39,29,23,67,5533,36,28,0,0,0,0,0,0,
30276,14,86,19,11,79,28,17,43,33,24,0,26,14,15,0,0,7,0,0,0,
30276,0,17,60,29,37,17,38,8,26,8,31,48,30276,23,0,0,0,0,0,0,
30276,0,20,50,39,34,42,45,0,104,14,67,7,23,7,0,0,0,0,0,0,
30276,0,66,19,18,34,19,45,30,18,16,36,30,30,21,0,0,0,0,0,0,
30276,19,36,31,55,33,38,28,30276,8,26,28147,30,29,32,0,0,0,0,0,0,
30276,8,29,33,30,30,31,8,15,15,39,36,18,0,14,0,0,0,0,0,0,
30276,0,8,19,49,30,23,7,14,7,48,53,15,23282,15,14,0,0,0,0,0,
30276,0,60,30,84,35,28,42,8,9011,32,14,23,7,0,0,0,0,0,0,0,
30276,0,42,27,42,32,15,15,45,25,18,40,15,14447,15,14,0,0,0,0,0,
30276,0,0,37,47,8,8,34,30276,42,38,29,40,14,16,0,22,8,0,0,0,
30276,0,18,35,36,16,7,26,34,30,0,38,21,35,23,15,8,0,0,0,0,
30276,0,25,79,31,76,32,16509,14,22,1320,14,7,30276,60,0,8,0,0,0,0,
30276,11,72,7,16,16,26,38,17,33,40,30276,16,17,0,32,0,0,0,0,0,
30276,0,28,69,19,16,44,30,22,8,52,8,23,30,8,28429,8,0,0,0,0,
30276,0,8,73,77,49,29,18,25,33,37,23,44,8,0,0,30276,0,8,0,0,
30276,0,27,32,41,63,7,24,22,31,52,32,39,38,16,14,0,0,0,0,0,
30276,0,30,16,45,16,40,57,46,48,31,5757,16,23,10,0,0,0,0,0,0,
30276,31,98,52,62,65,21,27,0,7,42,15,15,21,0,0,0,0,0,0,0,
30276,41,48,0,53,30,18,30,21,32,21,37,42,15,22,0,0,0,0,0,0,
30276,82,0,30,22,7,34,29,7,47,31,29,26,15,7,0,0,0,0,0,0,
30276,0,54,67,26,42,23,18,21,32,27,30,14,8,15,7,0,0,0,0,0,
30276,0,14,38,27,34,15,8,32,39,30,53,0,8,23,0,0,0,0,0,0,
30276,0,41,30,43,53,21,38,42,36,45,30267,23,15,30276,0,0,0,0,0,0,
30276,0,8,56,44,29,21,38,14,42,51,22,18,14,19,0,14,0,0,0,0,
30276,43,45,43,32,7,15,32,22,6547,34,15,17,14,7,0,0,7,0,0,0,
30276,0,40,48,26,78,7,24,40,15,22,62,16,7,0,0,0,0,0,0,0,
30276,23,25,32,42,52,30,16,8,16,8021,52,22,0,23,0,0,0,0,0,0,
30276,0,0,74,41,27,45,19053,48,77,16,41,54,21,7,14,0,0,0,0,0,
30276,0,66,58,57,43,18,8,14,33,25,32,28,16,7,0,0,0,0,0,0,
30276,23,68,60,8,17,52,16,18,26,7,45,14,14,16,15,0,8,0,0,0,
30276,0,53,93,44,53,23,18,40,42,39,62,38,0,23,0,0,0,0,0,0,
30276,0,31,82,24,36,33,7241,7,54,30,34,31,17,15,7,7,0,0,0,0,
30276,14,31,19,40,40,43,5094,10,26,34,8,23,10,21,7,0,0,0,0,0,
30276,0,53,20,27,40,27,7,24335,15,33,30276,7,30,14,7,6529,0,0,0,0,
30276,0,32,74,19,30,52,23,11,45,16,8,37,15,14,22,0,0,0,0,0,
30276,0,148,53,55,31,18,34,36,26,51,7,30276,10,19,0,0,0,0,0,0,
30276,91,0,42,47,22,19,55,28,72,26,42,0,30276,16,8,0,0,0,0,0,
30276,0,18,39,38,35,37,25,26,23,15,7060,17,14,8,0,0,0,0,0,0,
30276,0,33,8,44,50,36,15,46,16,29,21,23,19,0,7,0,0,0,0,0,
30276,14,23,63,28,45,8,38,35,22,23,13540,8,30276,21,23,7,0,0,0,0,
30276,0,69,67,23,16,28,40,39,31,63,46,0,21,0,15,8,0,0,0,0,
30276,0,17,58,11,21,22,15,23,38,30,36,17,30,7,8,0,0,0,0,0,
30276,0,11,33,45,27,31,56,0,37,54,46,15,42,1208,8,0,0,0,0,0,
30276,0,22,50,40,18,38,32,31,10,25,22,16,0,8,14,7,0,0,0,0,
30276,0,37,33,67,44,0,44,40,32,22,14,7,37,7,15,0,0,0,0,0,
30276,0,22,58,27,45,0,8,33,46,30,58,8,37,0,0,0,0,0,0,0,
30276,32,8,27,26,89,45,22,7,14,29,23,37,30276,15,8,0,0,0,0,0,
30276,0,0,36,27,37,100,32,33,52,45,15,22,15,7,0,0,0,0,0,0,
30276,23,26,8,85,63,46,11,14,15,34,40,22,14,25,0,7,0,0,0,0,
30276,0,19,56,36,32,10,45,33,24,54,29,8,30,30276,0,0,7,0,0,0,
30276,0,0,25,38,48,41,22,23,53,29,33,18,2543,14,0,0,0,0,0,0,
30276,26,11,49,28,30,16,7,19,23,27,28,15,14,7,7,0,0,0,0,0,
30276,62,11,46,44,63,21,45,47,9597,42,8,51,16,0,0,0,0,0,0,0,
30276,0,30,76,36,15,8,22,23,16,78,16,15,22,30276,0,7,0,0,0,0,
30276,23,10,21,27,0,23,37,0,21,8,38,23,37,14,11,0,0,0,0,0,
30276,20,28,61,46,72,38,15,15,38,67,22,48,36,31,0,0,0,0,0,0,
30276,0,19,57,39,11,32,14,11,39,22,21,30,0,23,15,0,0,0,0,0,
30276,28,66,73,65,30,26,18,61,14,30,37,15,15,26,0,7,0,0,0,0,
30276,0,36,75,63,47,24,0,28132,62,26,7,7,23,8,7,0,0,0,0,0,
30276,17,34,44,16,42,115,15,16,30,48,47,17996,7,0,0,0,0,0,0,0,
30276,26,113,16,27,8,24,25,49,51,63,29,7,30276,7,7,0,0,0,0,0,
