Lattice3x5043.csv,
11,6,2,0,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120,
15129.0,6.83,17.6775,144.2175,202.1625,203.7825,34.4,115.995,361.3575,400.795,333.3925,654.175,930.8825,877.345,678.355,753.09,265.5325,67.28,0.035,0.0,0.0,
15129,41,0,22,8,14,8,8,17,19,7,15,16,8,0,0,0,0,0,0,0,
15129,14,0,8,30,19,8,22,16,22,15,34,21,0,15,0,0,0,0,0,0,
15129,0,10,78,22,16,0,28,32,24,30,23,8,7,7,0,0,0,0,0,0,
15129,0,44,0,7,21,0,21,31,0,8,22,28,16,8,0,15120,0,0,0,0,
15129,29,30,11,24,10,36,7,8,23,14,7,0,8,8,0,0,0,0,0,0,
15129,0,51,19,27,0,15,35,31,33,26,25,15,0,0,0,0,0,0,0,0,
15129,0,0,23,43,36,24,0,29,15120,22,15,7,15120,0,0,0,0,0,0,0,
15129,0,18,21,22,17,27,7,19,0,24,32,8,7,0,10,0,0,0,0,0,
15129,0,8,30,14,8,0,40,14,7,7,15,23,8,8,0,0,0,0,0,0,
15129,0,0,15,16,0,10,34,8,7,18,10,21,0,0,0,0,0,0,0,0,
15129,0,8,28,15,0,29,0,21,7,35,25,7,0,0,0,0,0,0,0,0,
15129,0,20,65,22,27,8,8,29,8,16,25,7,22,0,0,0,0,0,0,0,
15129,0,17,66,19,22,23,18,11,24,23,22,7,14,7,0,0,0,0,0,0,
15129,0,43,11,28,21,0,23,33,0,15,14,18,6163,0,0,0,0,0,0,0,
15129,0,0,63,8,35,8,19,34,8,7,25,0,15,7,0,0,0,0,0,0,
15129,31,14,0,51,8,19,19,23,0,18,8,21,0,0,7,0,0,0,0,0,
15129,66,30,82,11,11,37,15,0,0,27,11,17,0,0,0,0,0,0,0,0,
15129,0,19,8,0,8,16,37,14,8,31,16,15126,0,8,0,0,0,0,0,0,
15129,29,46,0,35,16,8,8,7,23,22,15,2414,0,0,8,0,0,0,0,0,
15129,0,11,0,22,7,15,8,15126,23,18,18,10,0,14,8,0,0,0,0,0,
15129,0,40,38,7,17,15,8,14,24,31,8,15,37,0,0,0,0,0,0,0,
15129,46,0,8,40,43,8,22,16,7,0,24,15120,8,8,0,0,0,0,0,0,
15129,0,22,19,27,6499,11,14,7,16,8,14,7,15,0,0,0,0,0,0,0,
15129,0,0,34,0,8,0,40,16,8,0,23,8,0,26,0,0,0,0,0,0,
15129,0,28,8,20,16,26,0,8,16,30,7,11,0,0,0,15120,0,0,0,0,
15129,49,56,0,8,19,0,14,0,0,21,7,0,7,0,0,0,0,0,0,0,
15129,0,37,11,7,22,0,8,22,14,33,16,16,8,0,0,0,0,0,0,0,
15129,17,8,31,0,8,18,16,26,33,7,16,8,0,0,0,0,0,0,0,0,
15129,0,18,23,19,29,11,8,22,15,27,23,23,14,15126,0,0,0,0,0,0,
15129,0,11,28,35,18,8,22,23,8,0,15126,7,0,23,14,0,0,0,0,0,
15129,0,11,34,14,0,8,26,22,18,15,8,31,7,0,0,0,0,0,0,0,
15129,0,20,27,11,29,13,0,0,7,8,37,7,0,0,7,0,0,0,0,0,
15129,0,20,0,7,11,16,15,15,14,14,15,14,7,0,0,8,8,0,0,0,
15129,0,26,0,37,14,0,15,14,32,31,0,10,16,7,0,0,0,0,0,0,
15129,0,35,36,0,30,14,0,8,16,24,8,40,0,0,14,0,0,0,0,0,
15129,0,17,33,10,8,15,28,0,7,7,7,0,7,8,15120,0,0,0,0,0,
15129,8,68,22,42,0,15,0,23,8,23,19,15,24,0,0,15120,0,0,0,0,
15129,11,0,11,14,8,8,8,26,10,15,7,7,7,8,7,0,0,0,0,0,
15129,0,25,108,16,0,15,7,14,0,14,7,15,0,0,0,0,0,0,0,0,
15129,0,23,46,56,11426,17,18,21,18,11,33,18,0,0,15120,0,0,0,0,0,
15129,0,0,22,16,30,23,15,0,16,38,10,8,8,15,0,0,0,0,0,0,
15129,0,35,0,32,19,16,8,11,11,16,8,0,0,7,7,0,0,0,0,0,
15129,0,0,14,8,8,8,15,7,0,15126,31,0,14,23,0,0,0,0,0,0,
15129,0,19,18,33,27,30,15,28,8,16,16,17,0,0,0,0,0,0,0,0,
15129,0,0,0,8,16,25,24,7,0,7,11,23,7,15,0,0,0,0,0,0,
15129,0,0,22,16,14,44,8,18,8,7,26,15,15,7,0,0,0,0,0,0,
15129,0,32,11,31,16,18,24,0,23,7,18,23,15,16,7,0,0,0,0,0,
15129,0,0,8,19,11,15,0,20,26,8,23,14,9853,8,0,0,0,0,0,0,
15129,0,0,30,52,18,15,8,8,15,0,758,8,7,8,0,8,0,0,0,0,
15129,0,39,64,55,8,16,25,19,33,39,8,14,15,21,0,8,0,0,0,0,
15129,136,0,17,36,43,7,8,0,22,7,18,29,8,0,0,0,0,0,0,0,
15129,20,31,21,47,55,8,16,19,14,10,17,38,0,0,8,0,0,0,0,0,
15129,0,33,56,17,25,0,0,15,0,7,24,0,19,0,15120,0,0,0,0,0,
15129,8,0,49,44,17,8,7,15,19,30,14,8,15,0,0,0,0,0,0,0,
15129,0,0,8,19,8,10,10,18,8,7,7,15,0,0,0,0,0,0,0,0,
15129,35,0,21,27,24,10,8,18,15,15,21,14,15,17,7,0,0,0,0,0,
15129,0,8,57,31,16,18,16,8,0,24,14,15,17,0,0,0,0,0,0,0,
15129,0,34,25,44,22,0,8,0,27,15,7,0,11,7,0,0,0,0,0,0,
15129,0,37,0,19,8,0,8,10,17,8,0,16,8,15120,7,0,0,0,0,0,
15129,0,35,27,31,10,29,16,8,10,23,7,15,0,0,8,0,0,0,0,0,
15129,0,0,11,32,28,46,14,0,34,30,22,15,0,0,0,7,0,0,0,0,
15129,8,40,39,0,11,50,6334,0,24,8,8,8,0,0,0,0,0,0,0,0,
15129,0,44,16,11,21,0,8,7,7,29,29,15126,7,0,7,0,0,0,0,0,
15129,0,0,42,21,23,16,8,0,19,21,8,23,0,8,0,0,0,0,0,0,
15129,0,34,61,15120,19,0,8,11,8,7,23,7,15126,7,0,0,0,0,0,0,
15129,14,0,8,20,11,8,30,7,29,7,7,15126,7,0,0,0,0,0,0,0,
15129,0,11,11,28,25,26,22,1473,7,7,14,14,22,16,7,0,0,0,0,0,
15129,0,23,41,44,42,18,26,29,24,30,0,36,16,0,0,0,0,0,0,0,
15129,0,8,8,15126,68,0,22,14,7,7,15,26,14,7,0,0,0,0,0,0,
