Lattice3x10092.csv,,,,,,,,,,,,,,,,,,,,
10,9,5,0,,,,,,,,,,,,,,,,,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
30276,23144.94,17549.75,13636.95,10948.1,9073.8,7661.64,6446.09,5289.06,4365.55,3603.38,2881.55,2406.78,1974.54,1834.72,1663.09,1501.92,1613.11,606.93,0.05,0
30276,23132,17615,13584,10995,9215,7494,6188,5294,3938,3925,2460,1324,3627,2422,86,25,0,0,0,0
30276,22939,17544,13724,10912,8339,7706,6778,5293,5259,3627,2773,2305,2462,2848,1279,42,25,0,0,0
30276,23331,17622,13274,10651,9209,8212,6570,4865,4626,3766,1631,2786,3442,1881,1696,7441,28456,0,0,0
30276,23048,17537,13461,10939,9102,7230,5975,5095,4010,4822,1785,1274,2505,534,1037,32,10,0,0,0
30276,23342,17763,13620,11117,8226,7562,6544,4916,4134,3567,3872,1744,1404,789,96,50,10,0,0,0
30276,23124,17672,13645,10740,9262,8086,6514,6021,5170,3960,2441,1327,1957,1210,5171,47,5,0,0,0
30276,23194,17733,13908,10874,8863,7684,6641,5492,3902,3121,2140,1732,3256,2279,139,42,10,5,0,0
30276,23015,17193,13795,10732,8944,8236,6669,5227,4096,3352,2385,2619,455,2318,1283,35,23,0,0,0
30276,23048,17517,13597,11011,8949,7669,5847,5363,3341,3730,2581,2800,1952,2508,108,1021,15,0,5,0
30276,23011,17683,13127,11038,8596,7274,6655,4380,4959,4008,2978,2998,2051,2295,90,52,10,0,0,0
30276,23206,17236,13763,10897,8733,7032,6097,5546,3995,3853,2408,3320,3732,1060,415,365,21843,10,0,0
30276,23233,17559,13482,11005,9367,7418,6560,4826,3616,5498,2649,2364,1026,1406,9333,5326,15,0,0,0
30276,22950,17270,13508,10963,8646,7043,6682,5322,4062,3947,2485,2809,1309,770,85,28,10,0,0,0
30276,23229,17500,13876,10692,9301,7109,6123,5095,5141,2961,3048,2091,1869,1106,135,4793,10,0,0,0
30276,23080,17548,13650,11344,9074,7855,6272,4626,4868,3528,3404,2165,2347,604,1865,70,5,0,0,0
30276,23057,17623,13461,10949,9478,7939,6839,5385,3954,2895,3229,2898,1431,1933,106,1563,15,30272,0,0
30276,22988,17646,13456,10946,9364,7427,6255,5140,4573,4217,4154,1218,2589,5576,942,40,15,0,0,0
30276,23028,17519,13529,11114,8827,7397,6863,4614,4194,2720,3116,938,2155,4426,95,13611,5,0,0,0
30276,23132,17752,13496,11533,9064,7831,6429,5588,4801,3047,2586,2395,1355,628,1718,25,0,5,0,0
30276,23104,17254,13583,11056,9787,7180,6303,5223,3740,3239,3266,3792,1502,1265,77,35,10,0,0,0
30276,23230,17399,13874,10935,9028,7881,6804,5779,4095,4650,2866,1744,1402,3174,364,27,5,0,0,0
30276,23246,17615,14228,10809,9341,7003,6270,5127,4270,4196,3102,2701,2484,3215,127,67,5,5,0,0
30276,23122,17550,13755,10737,9183,7489,6216,5301,4052,4462,1987,2232,2650,3050,1202,55,10,0,0,0
30276,22986,17438,13801,11081,8847,7696,6288,4614,4196,4817,3757,4108,473,236,110,37,10,0,0,0
30276,23241,17687,13790,10709,9017,7377,6478,6024,4900,3883,2017,2574,1664,706,123,4022,10,0,0,0
30276,23090,17679,13536,10538,9619,7264,6837,5987,4248,3593,2974,3017,2409,222,123,2265,15,0,0,0
30276,23200,17469,13709,10913,8937,7570,6567,5522,4574,2936,2628,2640,3278,1821,130,40,0,0,0,0
30276,22985,17575,14089,11222,9340,7442,6210,4905,4487,4219,2558,2355,1534,3214,124,5491,20,0,0,0
30276,23209,17618,13435,11306,8714,8433,5891,5013,4625,3381,3796,2325,1461,1296,114,20,5189,0,0,0
30276,23190,17641,13638,10198,8795,7475,6147,5104,4052,3711,2573,1875,1508,2779,9771,30272,15,0,0,0
30276,23223,17531,13503,11277,8940,7553,6443,5149,4927,3522,4351,2530,1288,2106,919,35,5,10,0,0
30276,23100,17341,13633,11016,9310,7805,6452,5439,5185,3403,3604,1650,2588,1585,3775,3417,5,0,0,0
30276,23250,17636,13803,10624,9194,7362,6471,5009,4589,3665,3146,1487,3640,746,1095,35,5,0,0,0
30276,23057,17743,13905,11029,9104,7598,6192,5129,4247,3437,3121,1538,3410,2943,1741,52,0,5,0,0
30276,23151,17488,13736,10747,9379,7601,6421,4791,4326,3519,2734,3168,1837,410,1821,59,15,0,0,0
30276,23001,17527,13603,11105,9170,7501,6874,4978,4467,3857,3000,2621,1476,3096,7113,30,5,0,0,0
30276,23244,17149,13418,10738,8828,7935,6779,4988,4772,3295,2408,1411,2356,2196,4085,50,10,0,0,0
30276,23198,17392,13921,11085,8786,8133,6739,5322,3897,2741,3107,2341,701,4156,834,599,20431,0,0,0
30276,23167,17453,13546,11180,8737,7686,6579,5063,4443,3677,2986,2811,1047,819,2108,60,15,0,0,0
30276,23224,17232,13825,11078,9010,7479,5989,5531,4766,3899,1999,1967,1833,2546,1564,35,5,0,0,0
30276,23147,17708,13588,10827,9083,7790,6037,5257,4979,3124,4796,2914,712,2356,4157,65,10,0,0,0
30276,23110,17499,13489,10745,9250,7861,6111,4877,4759,3298,2398,2176,1201,1586,2296,67,5,5,0,0
30276,23120,17372,14023,10875,9190,7447,6558,4807,3910,3600,2019,2986,430,520,3126,517,5,0,0,0
30276,23219,17569,13422,11217,8751,8802,6996,4626,3745,3816,3353,2914,1855,1531,85,12102,10,0,0,0
30276,23181,17176,13898,10960,8801,7603,6804,5243,4281,4303,2710,3408,3465,3448,1823,32,30266,0,0,0
30276,22844,17590,13150,11145,8513,7381,6734,4490,4106,3231,2605,2357,1247,2661,132,64,5834,0,0,0
30276,23147,17491,13456,10699,9328,8024,5431,5303,4259,3006,2193,2034,2845,3951,448,30,25,0,0,0
30276,23133,17467,13318,10965,8733,8132,6367,5395,4830,2913,2767,3222,1561,489,77,55,17,0,0,0
30276,23213,17475,14023,10818,8931,8608,6191,5697,4343,3691,4429,1719,823,4850,122,40,15,5,0,0
30276,23123,17395,13310,10390,9097,7874,6151,5236,5001,2784,3127,2882,1902,327,3689,47,7934,5,0,0
30276,23064,17687,13757,10836,8997,7118,6998,5026,3613,3425,2018,2083,1620,4508,1669,35,19,0,0,0
30276,23312,17387,13465,11016,9205,7387,6383,5689,5060,3892,3800,1956,1314,4767,145,35,25,5,0,0
30276,23060,17659,13472,10740,8908,7679,6389,5722,5085,3370,2484,2412,1512,1526,3809,3370,10,0,0,0
30276,23329,17516,13738,11004,8985,7885,7175,5505,4924,3356,2236,2232,461,496,120,2245,5,5,0,0
30276,23071,17531,13409,11479,9250,7002,6577,5744,4989,2927,3590,1668,1653,298,1639,22,10,10,0,0
