Lattice123x123.csv,
10,9,5,0,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120,
15129.0,11704.42,8946.69,6841.29,5269.72,4139.35,3204.12,2521.63,1918.21,1432.47,1027.67,697.67,439.61,262.46,138.34,59.64,23.75,6.23,0.65,0.0,0.0,
15129,11727,9342,6861,5179,4117,3459,2543,1789,1324,1024,700,471,227,128,38,20,10,0,0,0,
15129,11836,8889,6823,5219,4130,3165,2584,1825,1475,1045,679,439,269,110,62,39,0,0,0,0,
15129,11718,8995,6930,5249,4049,3175,2433,1879,1553,984,674,471,294,119,69,32,0,5,0,0,
15129,11742,8743,6975,5390,4174,3357,2529,1786,1290,906,823,352,221,134,48,30,15,0,0,0,
15129,11674,9047,6790,5384,4235,3270,2621,1960,1335,985,770,440,254,98,40,35,5,0,0,0,
15129,11697,8921,6744,5204,4201,3306,2533,1908,1529,1013,678,478,236,119,67,10,10,5,0,0,
15129,11612,8949,6925,5434,4078,3141,2570,1788,1484,1203,711,503,300,163,55,46,12,0,0,0,
15129,11808,8927,6958,5161,4152,3280,2537,1970,1417,1055,716,520,208,104,53,25,0,0,0,0,
15129,11571,8954,7006,5394,4042,2992,2652,2044,1528,1022,689,473,330,145,52,25,5,0,0,0,
15129,11671,8994,6858,5009,4018,2956,2333,2071,1466,1028,758,427,294,117,33,33,0,0,0,0,
15129,11702,8972,6721,5315,4035,3174,2563,1991,1343,1053,646,388,272,108,75,35,0,0,0,0,
15129,11740,8891,6967,5081,4073,3178,2656,1933,1402,1040,715,368,225,147,46,34,0,0,0,0,
15129,11775,8989,6792,4985,4304,3140,2361,1685,1475,940,735,401,256,133,40,43,5,0,0,0,
15129,11702,8933,6856,5407,3962,3371,2562,1961,1383,1098,636,392,300,132,38,30,0,0,0,0,
15129,11858,9061,6755,5238,4117,3152,2558,2015,1499,1060,585,456,217,135,67,25,5,0,0,0,
15129,11738,8973,7155,5193,4094,3277,2374,2013,1378,1142,579,391,277,144,64,15,0,0,0,0,
15129,11666,8894,6972,5177,4246,3347,2288,2092,1314,1144,632,437,295,144,99,15,15,0,0,0,
15129,11727,9035,6949,5501,4088,3106,2399,1890,1570,1027,741,388,283,169,59,15,5,0,0,0,
15129,11722,8841,6908,5267,4065,3238,2591,1906,1398,1036,681,409,280,143,55,64,5,0,0,0,
15129,11656,8941,6866,5085,4226,3104,2513,1915,1530,1034,733,459,275,72,55,10,5,0,0,0,
15129,11769,9169,6577,5234,4094,3085,2452,1882,1705,1198,653,497,236,123,30,31,5,0,0,0,
15129,11701,9222,6825,5307,4090,3121,2503,1884,1418,1116,654,437,198,180,27,30,15,0,0,0,
15129,11711,8948,6661,5332,3966,3143,2517,1940,1485,934,717,520,241,136,79,10,0,5,0,0,
15129,11558,8927,6856,5336,4132,3258,2287,1965,1400,1032,721,485,220,115,69,12,10,0,0,0,
15129,11831,8773,6925,5211,4030,3070,2570,2044,1490,909,755,444,306,173,74,27,13,0,0,0,
15129,11869,8783,6826,5132,4487,2952,2629,1909,1481,1087,661,385,276,151,86,15,5,0,0,0,
15129,11668,9016,7049,5205,4146,3364,2501,1833,1434,1008,767,451,335,171,52,30,0,0,0,0,
15129,11706,8750,6897,5297,3930,3238,2417,1941,1358,1043,647,470,288,98,73,35,17,0,0,0,
15129,11699,9036,6683,5377,4182,3280,2532,1991,1451,978,669,393,293,116,45,28,5,0,0,0,
15129,11724,8750,6956,5374,4118,3282,2803,1851,1284,959,717,495,241,196,55,45,5,0,0,0,
15129,11757,9139,7307,5116,3907,2850,2610,1966,1316,1129,626,422,287,122,45,12,0,0,0,0,
15129,11573,8972,6875,5085,4084,3350,2422,1834,1509,862,743,402,316,188,40,10,0,0,0,0,
15129,11744,8944,6673,5146,4372,3232,2401,1917,1470,1061,739,396,251,131,58,18,5,0,0,0,
15129,11665,9015,6755,5545,4146,3287,2792,2011,1207,994,643,486,214,124,43,25,15,0,0,0,
15129,11747,9072,7015,5371,4109,3371,2418,1912,1282,1086,627,474,253,139,63,0,0,0,0,0,
15129,11777,8853,6840,4988,4371,3248,2710,2157,1543,1054,687,516,311,196,72,37,10,0,0,0,
15129,11594,9009,6789,5262,4279,3132,2556,1760,1387,1073,718,424,212,169,69,30,10,0,0,0,
15129,11737,8978,6717,5369,4167,3077,2644,1789,1352,1064,652,507,331,130,80,49,10,0,0,0,
15129,11714,8755,6526,5136,3921,2927,2491,1966,1392,936,654,435,225,173,67,20,0,5,0,0,
15129,11716,8903,6882,5121,4268,3102,2586,2008,1441,1043,676,438,231,129,25,40,10,0,0,0,
15129,11670,9035,6844,5317,4176,3070,2525,1975,1484,1039,654,397,209,160,40,20,0,0,0,0,
15129,11716,9011,6856,5586,4079,2963,2667,1884,1528,1034,661,505,281,102,65,40,10,0,0,0,
15129,11608,9034,6902,5154,4061,3061,2676,1935,1394,1106,668,537,285,99,68,25,10,5,0,0,
15129,11661,8902,6923,5304,4144,2988,2480,1871,1553,969,677,479,290,137,88,35,5,0,0,0,
15129,11628,8991,6906,5228,4039,3493,2457,2119,1597,992,805,430,282,136,64,10,10,0,0,0,
15129,11663,9003,6763,5466,4278,3110,2524,1949,1366,922,721,519,244,149,51,25,5,0,0,0,
15129,11614,8787,6969,5536,4182,3140,2737,1864,1423,1004,734,419,294,151,80,10,5,0,0,0,
15129,11615,8868,6812,5398,4111,3222,2534,1788,1290,1037,752,466,246,132,37,23,5,0,0,0,
15129,11684,8826,6806,5066,4057,3480,2591,1900,1404,1047,720,424,337,91,82,10,23,0,0,0,
15129,11575,8822,7006,5450,4175,3196,2733,2065,1440,1040,680,387,271,135,64,27,10,0,0,0,
15129,11789,8993,6813,5367,4264,3158,2380,1805,1520,982,751,513,222,127,48,20,0,5,0,0,
15129,11675,8803,6517,5506,4108,3181,2646,1847,1345,1003,668,489,249,160,60,10,0,0,0,0,
15129,11716,9090,6855,5067,4247,3431,2531,1782,1566,1148,660,401,309,178,71,45,15,0,0,0,
15129,11780,8918,6601,5354,3950,3279,2561,2046,1471,953,712,478,231,128,66,25,0,0,0,0,
15129,11758,8842,6798,5408,4032,3531,2489,1859,1429,1133,726,468,308,160,81,10,0,0,0,0,
15129,11721,8887,6930,5346,4053,3203,2560,2019,1323,960,738,434,313,146,68,20,10,0,0,0,
15129,11679,8866,6981,5030,4265,3267,2398,1783,1634,1171,853,458,209,149,94,37,10,0,0,0,
15129,11712,9014,6647,5207,4334,3195,2440,1836,1480,1005,661,423,285,167,45,26,15,0,0,0,
15129,11630,8899,6801,5194,4154,3286,2467,2052,1525,1022,660,425,272,127,69,15,10,0,0,0,
15129,11679,8855,6856,5113,4153,3112,2529,1785,1377,922,744,350,259,124,57,10,10,0,0,0,
15129,11633,9058,6832,5451,4066,2872,2683,1926,1380,1058,709,348,223,124,75,10,10,0,0,0,
15129,11753,8851,6670,5170,4234,3133,2547,1948,1212,1093,813,445,298,189,65,32,5,0,0,0,
15129,11656,8949,6810,5357,4154,3326,2506,1705,1248,932,662,486,237,139,57,15,0,0,0,0,
15129,11808,8979,6791,5360,4004,3290,2578,1749,1353,1074,669,455,259,147,60,35,10,0,0,0,
15129,11667,8788,6741,5313,4284,3178,2448,1951,1530,1072,726,419,257,123,76,33,0,0,0,0,
15129,11680,8989,6665,5082,4404,3388,2600,1969,1525,1000,728,388,248,98,55,5,15,0,0,0,
15129,11682,8845,6691,5506,4065,3318,2630,1900,1463,910,635,458,259,199,63,10,15,0,0,0,
15129,11867,8869,6877,5227,4040,3185,2581,1929,1488,1069,633,441,287,114,55,25,5,0,0,0,
15129,11653,9242,6849,5320,4124,3123,2444,1576,1430,995,718,384,273,143,45,5,5,0,0,0,
15129,11637,9081,6658,5157,4227,3165,2382,1943,1429,1009,591,438,263,162,48,43,5,0,0,0,
15129,11707,8846,7070,5408,4104,3325,2500,1878,1297,1083,669,430,276,171,62,5,5,0,0,0,
15129,11686,8913,6768,5200,4144,3075,2429,1788,1435,944,663,418,237,164,74,25,0,0,0,0,
15129,11736,9035,6570,5266,4140,3159,2343,2054,1505,815,671,407,265,170,50,15,5,0,0,0,
15129,11744,8942,6924,5231,4176,3312,2414,1900,1473,1064,639,411,208,182,54,20,7,5,0,0,
15129,11792,9201,6957,5349,3991,3300,2474,2161,1384,940,803,432,210,146,44,12,5,0,0,0,
15129,11669,8987,6547,5213,4092,3013,2342,1788,1426,1054,609,450,253,173,57,25,5,0,0,0,
