Lattice123x123.csv,,,,,,,,,,,,,,,,,,,,
12,11,3,0,,,,,,,,,,,,,,,,,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120
15129,12253.21,10897.28,10479.63,10462.67,10542.54,10655.11,10804.56,10998.62,11239.6,11499.16,11763.73,12087.7,12414.32,12750.41,13159.84,13635.97,14049.19,12473.09,2768.98,0
15129,12201,10912,10543,10518,10747,10802,10606,11198,11162,11373,11597,12218,12301,12721,13154,13739,13703,14707,15060,0
15129,12342,10953,10439,10366,10588,10869,10564,11109,11329,11649,11671,12294,12414,12816,13273,13672,14182,96,9,0
15129,12209,10942,10496,10474,10612,10578,10570,11049,11496,11351,11920,12175,12165,13009,13154,13763,13923,14616,14766,0
15129,12039,10823,10456,10282,10623,10656,10957,11075,11140,11544,11805,12325,12513,12543,13371,13610,14183,14279,8,0
15129,12213,10991,10451,10421,10469,10609,10604,10933,11022,11539,11532,12203,12623,12326,12795,13841,14038,14480,14916,0
15129,12273,10816,10457,10528,10430,10459,10869,11157,11485,11536,11529,11998,12275,12929,12983,13775,14200,14434,30,0
15129,12308,10703,10410,10580,10413,10673,10764,11069,11231,11502,11753,12105,12433,12648,13393,13598,13816,14374,25,0
15129,12299,10702,10591,10499,10518,10678,10552,10974,11317,11395,11696,12083,12366,12831,12791,13977,14088,14829,19,0
15129,12178,11087,10466,10417,10703,10593,10762,10932,10996,11507,11693,11984,12302,12886,13038,13821,14029,14903,22,0
15129,12242,10775,10505,10727,10423,10369,10737,10889,11210,11647,11494,12213,12290,12937,13300,13392,14038,14688,11,0
15129,12239,10917,10569,10673,10597,10869,10738,11108,10957,11742,11714,11914,12404,13000,12913,13803,14246,14598,27,0
15129,12293,10896,10570,10510,10712,10585,11038,11069,11108,11453,11583,12144,12237,13071,13033,13774,14181,14676,14896,0
15129,12252,11029,10489,10428,10854,10434,10836,11200,11229,11548,11748,12083,12508,12842,13274,13873,13944,14760,14866,0
15129,12202,10884,10448,10600,10779,10557,10548,11196,11168,11705,11731,12163,12375,12686,13440,13598,14343,14819,24,0
15129,12256,10843,10443,10361,10483,10642,10714,10965,11093,11681,11832,12017,12400,12597,13000,13240,14001,14551,25,0
15129,12179,11016,10371,10648,10865,10765,10901,11040,11144,11324,11912,12005,12613,12628,12968,13793,13836,14674,9,0
15129,12196,10756,10458,10347,10293,10801,11009,10717,11479,11330,11753,12270,12423,12870,13264,13708,13951,14663,16,0
15129,12244,10895,10396,10508,10428,10447,10507,10919,11581,11483,11820,11925,12511,12829,13194,13599,14336,14178,34,0
15129,12365,10877,10656,10424,10610,10686,10754,10986,11246,11499,11812,12051,12418,12857,13149,13673,14200,71,29,0
15129,12285,10752,10615,10234,10652,10440,10741,10869,11240,11594,11851,12154,12405,12911,13363,13542,13760,14566,18,0
15129,12255,10814,10539,10552,10500,10992,10978,10959,11443,11738,11689,12182,12372,12696,13154,13381,14213,14819,3,0
15129,12213,11075,10549,10550,10577,10834,10756,10992,11197,11407,11874,12015,12295,13140,13322,13515,13875,14536,35,0
15129,12249,10911,10423,10209,10522,10732,10663,10856,10991,11322,11496,12291,12657,12754,13298,13502,13948,14417,34,0
15129,12334,10930,10547,10404,10537,10922,10601,10946,11339,11637,11816,12233,12428,12763,13097,13866,13877,87,22,0
