Lattice174x174.csv,,,,,,,,,,,,,,,,,,,,
12,11,3,0,,,,,,,,,,,,,,,,,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
30276,24502.59,21786.2,20946.58,20915.51,21099.47,21324.09,21628.73,22030.26,22498.12,23004.15,23559.22,24154.4,24840.65,25567.32,26366.72,27199.75,28173.37,28439.41,12772.32,0
30276,24359,21841,20816,20873,21266,21547,21602,22115,22465,22370,23594,24036,24946,25271,26218,27314,27957,28977,46,0
30276,24413,21736,20785,20461,21102,21173,21349,22311,22036,23005,23301,24100,24726,26005,26118,27469,28419,29170,29982,0
30276,24527,21861,21004,20909,21221,21273,21429,22152,22621,22979,23201,24010,25151,25529,26268,27424,28369,29079,67,0
30276,24539,21623,20760,20827,21246,21226,21596,21933,22579,23130,23431,23983,24902,25553,26434,27203,28404,28813,40,0
30276,24498,21644,21176,20793,20866,21639,21682,21727,22596,22915,23693,24306,24339,25552,26653,27064,28458,28644,29651,0
30276,24450,21792,21109,20978,21230,21520,21819,21806,22618,23125,23669,24248,25226,25449,26108,27216,27655,148,49,0
30276,24546,21903,20866,20787,21381,21388,21556,21666,22178,23338,23424,24085,24896,25811,26175,27477,28552,29112,29847,0
30276,24545,21763,20968,20985,21299,21270,21759,21977,22503,22625,23388,23917,24594,25462,26231,26943,28076,29275,39,0
30276,24599,21799,20739,20736,20903,21365,21885,21951,22266,22984,23733,24093,24680,25178,26432,27196,28172,29215,29307,0
30276,24506,21560,20637,21151,20999,21451,21449,21934,22412,23074,23695,24386,24986,25742,26506,27221,28307,29068,58,0
30276,24629,21929,21102,21069,21049,21332,21314,21918,22489,23098,23490,24169,24863,25197,26495,27171,28307,28724,31,0
30276,24409,21847,20947,21031,21078,21234,21604,22377,22200,23188,23709,24018,24605,25476,26456,26878,28215,29115,25363,0
30276,24444,21785,21136,20670,20892,21119,21788,22038,22606,22810,23604,24232,25103,25472,26217,27182,28298,29037,47,0
30276,24479,21822,20614,21055,20904,21308,21456,21992,22464,23330,23666,24588,25043,25522,26273,27440,28042,28936,56,0
30276,24537,21814,21227,20957,21237,21644,21826,21982,22436,23188,23108,24311,24819,25611,26380,27172,28487,29244,30026,0
30276,24466,21788,21037,20793,21137,21293,21761,22007,22850,23039,23647,24084,24919,25163,26677,27207,27990,29232,30153,0
