Lattice3x10092.csv,,,,,,,,,,,,,,,,,,,,
6,5,1,0,,,,,,,,,,,,,,,,,
303,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
28883,24880,22500,21612,20921,20018,19774,19025,18145,17978,15313,14625,13831,13760,13961,17642,13875,22130,20076,21694,0
28839,24924,22829,21603,20899,20484,19235,18379,17662,17552,16214,14897,16097,15418,14877,18010,17366,20146,18823,30272,0
28859,24913,22641,21831,21460,20124,19782,19569,19263,17656,14764,15385,15421,14718,15972,13270,18502,14127,23013,23818,0
28827,24988,22666,21850,20834,19868,19423,19189,17282,16390,15040,15549,13952,15536,15116,15176,19218,20025,29314,5,0
28802,24939,22534,21605,20907,20438,19686,19434,18467,17674,14993,13733,13222,14792,15597,15563,14614,17733,16660,5,0
28850,24974,22593,21347,21082,19095,19504,18805,17951,18033,15845,15434,15422,16479,13440,13781,17248,24067,17536,10,0
28833,24891,22623,21637,20740,20213,19218,18585,17397,18268,15020,16938,15071,16142,13896,15689,18849,25484,23650,27375,0
28857,24949,22830,21666,20925,20261,19682,19617,18115,16093,14847,12030,15488,14604,15891,15341,21782,14191,18127,25,0
28857,24785,22771,21091,20872,20632,19736,19269,18914,18046,15825,15353,14551,14294,15010,15582,19724,19455,7359,27016,0
28848,24973,22430,21784,20457,19031,20300,19214,17734,16396,16187,14417,14423,14514,13750,17063,22088,16265,17929,15956,0
28836,24737,22548,21264,21011,20747,20268,18887,19233,17223,14857,15449,13773,15763,15702,17859,23950,17197,20512,15425,0
28826,24917,22528,21479,20957,19866,19274,19573,17084,15976,15790,14252,13601,14822,14556,18247,19468,20110,9041,29551,0
28880,24801,22513,21326,20870,19616,19481,18756,17140,16294,16208,13562,13248,12278,16656,19376,16018,20823,15236,5603,0
28828,24894,22380,21687,20904,20423,19663,20016,18961,17212,15293,16205,14195,13115,17615,15212,21178,24715,13036,20,0
28886,25079,22543,21828,20657,20684,20221,20240,17807,16078,16757,15895,14079,13690,14497,11625,18850,15325,5891,10,0
28844,25039,22422,21611,21112,20286,19538,19282,18886,17014,17813,14601,16030,15254,12361,15975,14888,14457,19561,12428,0
