1,1,
5,3,1,0,
88,
0,285.0,140.0,1,13,
0,285.0,40.0,1,13,
0,285.0,90.0,1,13,
0,135.0,90.0,1,13,
1,185.0,40.0,1,13,
0,185.0,90.0,1,13,
0,185.0,140.0,1,13,
0,135.0,140.0,1,13,
1,85.0,90.0,1,13,
0,135.0,40.0,1,13,
0,85.0,40.0,1,13,
0,85.0,140.0,1,13,
0,335.0,140.0,1,13,
0,210.0,215.0,23,0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,32,33,34,73,75,77,81,84,
0,436.0,215.0,13,13,15,16,17,18,19,20,21,22,48,69,71,83,
1,311.0,250.0,2,13,14,
0,550.0,250.0,2,14,48,
1,405.0,315.0,1,14,
0,455.0,315.0,1,14,
1,355.0,315.0,1,14,
1,505.0,315.0,1,14,
0,555.0,315.0,1,14,
1,305.0,315.0,1,14,
1,888.0,226.0,13,24,25,26,27,28,29,30,31,48,65,70,72,86,
0,797.0,269.0,2,23,48,
0,1015.0,265.0,2,23,65,
1,901.0,324.0,1,23,
1,950.0,325.0,1,23,
1,851.0,322.0,1,23,
1,994.0,322.0,1,23,
1,1046.0,321.0,1,23,
1,801.0,322.0,1,23,
1,235.0,140.0,1,13,
1,235.0,40.0,1,13,
1,235.0,90.0,1,13,
0,767.0,129.5,1,48,
0,767.0,29.5,1,48,
0,767.0,79.5,1,48,
0,617.0,79.5,1,48,
0,667.0,29.5,1,48,
0,667.0,79.5,1,48,
0,667.0,129.5,1,48,
0,617.0,129.5,1,48,
0,567.0,79.5,1,48,
0,617.0,29.5,1,48,
0,567.0,29.5,1,48,
0,567.0,129.5,1,48,
0,817.0,129.5,1,48,
0,665.0,219.0,23,14,16,23,24,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,79,80,87,
0,717.0,129.5,1,48,
0,717.0,29.5,1,48,
0,717.0,79.5,1,48,
0,1301.0,172.0,1,65,
0,1301.0,72.0,1,65,
0,1301.0,122.0,1,65,
0,1151.0,122.0,1,65,
0,1201.0,72.0,1,65,
0,1201.0,122.0,1,65,
0,1201.0,172.0,1,65,
0,1151.0,172.0,1,65,
0,1101.0,122.0,1,65,
0,1151.0,72.0,1,65,
0,1101.0,72.0,1,65,
0,1101.0,172.0,1,65,
0,1351.0,172.0,1,65,
0,1186.0,232.0,23,23,25,52,53,54,55,56,57,58,59,60,61,62,63,64,66,67,68,74,76,78,82,85,
0,1251.0,172.0,1,65,
0,1251.0,72.0,1,65,
0,1251.0,122.0,1,65,
1,303.0,363.0,1,14,
1,800.0,375.0,1,23,
1,354.0,360.0,1,14,
1,848.0,372.0,1,23,
1,336.0,83.0,1,13,
0,1351.0,120.0,1,65,
0,337.0,32.0,1,13,
0,1355.0,69.0,1,65,
1,381.0,139.0,1,13,
0,1398.0,173.0,1,65,
0,817.0,76.0,1,48,
0,818.0,29.0,1,48,
0,380.0,77.0,1,13,
0,1399.0,118.0,1,65,
1,403.0,361.0,1,14,
0,382.0,32.0,1,13,
0,1403.0,69.0,1,65,
1,899.0,370.0,1,23,
0,866.0,131.0,1,48,
