1,1,
5,3,1,0,
97,
1,250.0,650.0,15,1,5,6,2,3,7,4,8,13,9,10,11,12,14,96,
1,70.0,560.0,1,0,
1,70.0,620.0,1,0,
1,70.0,680.0,1,0,
1,70.0,740.0,1,0,
1,140.0,560.0,1,0,
1,140.0,620.0,1,0,
1,140.0,680.0,1,0,
1,140.0,740.0,1,0,
1,420.0,560.0,2,0,15,
1,420.0,630.0,2,0,15,
1,420.0,680.0,2,0,15,
1,420.0,740.0,2,0,15,
1,420.0,500.0,2,0,15,
1,420.0,800.0,2,0,15,
0,640.0,650.0,9,9,10,11,12,13,14,16,56,96,
0,640.0,400.0,40,15,54,25,26,19,18,17,20,21,22,23,24,35,36,29,28,27,30,31,32,33,34,45,46,55,39,49,38,48,37,47,40,50,41,51,42,52,43,53,44,
0,640.0,300.0,1,16,
0,580.0,300.0,1,16,
0,520.0,300.0,1,16,
0,700.0,300.0,1,16,
0,760.0,300.0,1,16,
0,820.0,300.0,1,16,
0,880.0,300.0,1,16,
0,940.0,300.0,1,16,
0,400.0,300.0,1,16,
0,460.0,300.0,1,16,
0,640.0,240.0,1,16,
0,580.0,240.0,1,16,
0,520.0,240.0,1,16,
0,700.0,240.0,1,16,
0,760.0,240.0,1,16,
0,820.0,240.0,1,16,
0,880.0,240.0,1,16,
0,940.0,240.0,1,16,
0,400.0,240.0,1,16,
0,460.0,240.0,1,16,
0,611.0,172.5,1,16,
0,551.0,172.5,1,16,
0,491.0,172.5,1,16,
0,671.0,172.5,1,16,
0,731.0,172.5,1,16,
0,791.0,172.5,1,16,
0,851.0,172.5,1,16,
0,911.0,172.5,1,16,
0,371.0,172.5,1,16,
0,431.0,172.5,1,16,
0,611.0,112.5,1,16,
0,551.0,112.5,1,16,
0,491.0,112.5,1,16,
0,671.0,112.5,1,16,
0,731.0,112.5,1,16,
0,791.0,112.5,1,16,
0,851.0,112.5,1,16,
0,371.0,112.5,1,16,
0,431.0,112.5,1,16,
0,1060.0,650.0,13,15,65,66,59,58,57,60,61,62,63,64,73,74,
0,1313.0,481.5,1,56,
0,1253.0,481.5,1,56,
0,1193.0,481.5,1,56,
0,1373.0,481.5,1,56,
0,1433.0,481.5,1,56,
0,1493.0,481.5,1,56,
0,1553.0,481.5,1,56,
0,1613.0,481.5,1,56,
0,1073.0,481.5,1,56,
0,1133.0,481.5,1,56,
1,436.0,1006.0,1,73,
1,436.0,1076.0,1,73,
1,436.0,1126.0,1,73,
1,436.0,1186.0,1,73,
1,436.0,946.0,1,73,
1,436.0,1246.0,1,73,
1,656.0,1096.0,9,56,67,68,69,70,71,72,74,75,
1,1021.0,945.0,3,56,73,75,
1,668.0,1370.0,22,73,74,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,
1,663.5,1535.0,1,75,
1,603.5,1535.0,1,75,
1,543.5,1535.0,1,75,
1,723.5,1535.0,1,75,
1,783.5,1535.0,1,75,
1,843.5,1535.0,1,75,
1,903.5,1535.0,1,75,
1,963.5,1535.0,1,75,
1,423.5,1535.0,1,75,
1,483.5,1535.0,1,75,
1,663.5,1475.0,1,75,
1,603.5,1475.0,1,75,
1,543.5,1475.0,1,75,
1,723.5,1475.0,1,75,
1,783.5,1475.0,1,75,
1,843.5,1475.0,1,75,
1,903.5,1475.0,1,75,
1,963.5,1475.0,1,75,
1,423.5,1475.0,1,75,
1,483.5,1475.0,1,75,
1,422.0,441.0,2,0,15,
