1,1,
5,3,1,0,
184,
1,150.0,100.0,4,60,11,3,2,
1,100.0,150.0,4,24,11,2,4,
0,200.0,200.0,4,0,1,5,28,
1,250.0,100.0,4,0,71,6,5,
1,100.0,250.0,4,1,37,7,28,
0,300.0,200.0,4,2,3,17,29,
0,350.0,100.0,4,3,73,9,17,
0,100.0,350.0,4,4,47,8,38,
1,100.0,450.0,4,7,57,25,48,
0,450.0,100.0,4,6,75,10,18,
0,550.0,100.0,4,9,77,12,19,
0,50.0,50.0,4,0,1,16,27,
1,650.0,98.0,4,10,79,13,20,
1,750.0,97.0,4,12,81,14,21,
1,850.0,94.0,4,13,83,15,22,
1,950.0,92.0,4,14,85,23,88,
0,2457.0,37.0,4,11,86,24,176,
0,400.0,200.0,4,5,6,18,30,
0,500.0,200.0,4,9,17,19,31,
0,600.0,200.0,4,10,18,20,32,
0,700.0,200.0,4,12,19,21,33,
0,800.0,200.0,4,13,20,22,34,
1,900.0,200.0,4,14,21,23,35,
1,1000.0,200.0,4,15,22,36,89,
1,2506.0,149.0,4,1,16,37,177,
1,100.0,550.0,4,8,69,26,58,
1,100.0,650.0,4,25,87,27,59,
0,42.0,754.0,4,11,26,86,60,
0,200.0,300.0,4,2,4,29,38,
0,300.0,300.0,4,5,28,30,39,
0,403.0,300.0,4,17,29,31,40,
0,495.0,300.0,4,18,30,32,41,
0,596.0,300.0,4,19,31,33,42,
0,692.0,300.0,4,20,32,34,43,
0,799.0,300.0,4,21,33,35,44,
0,895.0,300.0,4,22,34,36,45,
1,1000.0,300.0,4,23,35,46,90,
1,2499.0,246.0,4,4,24,47,178,
0,200.0,400.0,4,7,28,39,48,
0,300.0,400.0,4,29,38,40,49,
1,391.0,400.0,4,30,39,41,50,
1,497.0,400.0,4,31,40,42,51,
1,600.0,400.0,4,32,41,43,52,
0,692.0,400.0,4,33,42,44,53,
0,793.0,400.0,4,34,43,45,54,
1,891.0,400.0,4,35,44,46,55,
1,995.0,400.0,4,36,45,56,91,
0,2502.0,353.0,4,7,37,57,179,
0,200.0,500.0,4,8,38,49,58,
0,300.0,500.0,4,39,48,50,61,
1,386.0,500.0,4,40,49,51,62,
1,498.0,500.0,4,41,50,52,63,
1,589.0,500.0,4,42,51,53,64,
0,683.0,500.0,4,43,52,54,65,
0,784.0,500.0,4,44,53,55,66,
0,881.0,500.0,4,45,54,56,67,
1,989.0,500.0,4,46,55,68,92,
1,2511.0,454.0,4,8,47,69,180,
0,197.0,594.0,4,25,48,61,59,
0,203.0,705.0,4,26,58,70,60,
0,155.0,801.0,4,0,27,59,71,
0,297.0,596.0,4,49,58,62,70,
1,386.0,583.0,4,50,61,63,72,
1,492.0,583.0,4,51,62,64,74,
1,585.0,584.0,4,52,63,65,76,
0,681.0,581.0,4,53,64,66,78,
0,776.0,580.0,4,54,65,67,80,
1,872.0,574.0,4,55,66,68,82,
1,981.0,579.0,4,56,67,84,93,
1,2511.0,543.0,4,25,57,87,181,
0,285.0,700.0,4,59,61,72,71,
0,250.0,803.0,4,3,60,70,73,
0,382.0,699.0,4,62,70,74,73,
0,342.0,797.0,4,6,71,72,75,
0,488.0,696.0,4,63,72,76,75,
0,438.0,794.0,4,9,73,74,77,
0,587.0,692.0,4,64,74,78,77,
0,542.0,795.0,4,10,75,76,79,
0,681.0,698.0,4,65,76,80,79,
0,641.0,791.0,4,12,77,78,81,
0,774.0,697.0,4,66,78,82,81,
0,734.0,791.0,4,13,79,80,83,
1,867.0,696.0,4,67,80,84,83,
1,824.0,788.0,4,14,81,82,85,
1,976.0,695.0,4,68,82,85,94,
