1,1,
5,3,1,0,
760,
1,150.0,100.0,4,11,3,2,723,
1,100.0,150.0,4,11,2,4,260,
0,200.0,200.0,4,0,1,5,25,
1,250.0,100.0,4,0,6,5,724,
1,100.0,250.0,4,1,7,25,261,
0,300.0,200.0,4,2,3,16,26,
0,350.0,100.0,4,3,9,16,725,
0,100.0,350.0,4,4,8,34,262,
1,100.0,450.0,4,7,23,43,263,
0,450.0,100.0,4,6,10,17,726,
0,550.0,100.0,4,9,12,18,727,
0,50.0,50.0,4,0,1,259,722,
1,650.0,98.0,4,10,13,19,728,
1,750.0,97.0,4,12,14,20,729,
1,850.0,94.0,4,13,15,21,730,
1,950.0,92.0,4,14,22,70,731,
0,400.0,200.0,4,5,6,17,27,
0,500.0,200.0,4,9,16,18,28,
0,600.0,200.0,4,10,17,19,29,
0,700.0,200.0,4,12,18,20,30,
0,800.0,200.0,4,13,19,21,31,
1,900.0,200.0,4,14,20,22,32,
1,1000.0,200.0,4,15,21,33,71,
1,100.0,550.0,4,8,24,52,264,
1,100.0,650.0,4,23,53,265,266,
0,200.0,300.0,4,2,4,26,34,
0,300.0,300.0,4,5,25,27,35,
0,403.0,300.0,4,16,26,28,36,
0,495.0,300.0,4,17,27,29,37,
0,596.0,300.0,4,18,28,30,38,
0,692.0,300.0,4,19,29,31,39,
0,799.0,300.0,4,20,30,32,40,
0,895.0,300.0,4,21,31,33,41,
1,1000.0,300.0,4,22,32,42,72,
0,200.0,400.0,4,7,25,35,43,
0,300.0,400.0,4,26,34,36,44,
1,391.0,400.0,4,27,35,37,45,
1,497.0,400.0,4,28,36,38,46,
1,600.0,400.0,4,29,37,39,47,
0,692.0,400.0,4,30,38,40,48,
0,793.0,400.0,4,31,39,41,49,
1,891.0,400.0,4,32,40,42,50,
1,995.0,400.0,4,33,41,51,73,
0,200.0,500.0,4,8,34,44,52,
0,300.0,500.0,4,35,43,45,54,
1,386.0,500.0,4,36,44,46,55,
1,498.0,500.0,4,37,45,47,56,
1,589.0,500.0,4,38,46,48,57,
0,683.0,500.0,4,39,47,49,58,
0,784.0,500.0,4,40,48,50,59,
0,881.0,500.0,4,41,49,51,60,
1,989.0,500.0,4,42,50,61,74,
0,197.0,594.0,4,23,43,54,53,
0,205.0,696.0,4,24,52,62,267,
0,297.0,596.0,4,44,52,55,62,
1,386.0,583.0,4,45,54,56,63,
1,492.0,583.0,4,46,55,57,64,
1,585.0,584.0,4,47,56,58,65,
0,681.0,581.0,4,48,57,59,66,
0,776.0,580.0,4,49,58,60,67,
1,872.0,574.0,4,50,59,61,68,
1,981.0,579.0,4,51,60,69,75,
0,285.0,700.0,4,53,54,63,269,
0,382.0,699.0,4,55,62,64,272,
0,488.0,696.0,4,56,63,65,273,
0,587.0,692.0,4,57,64,66,274,
0,681.0,698.0,4,58,65,67,275,
0,774.0,697.0,4,59,66,68,276,
1,867.0,696.0,4,60,67,69,277,
1,976.0,695.0,4,61,68,76,278,
1,1048.0,86.0,4,15,77,71,732,
1,1111.0,197.0,4,22,70,78,72,
1,1100.0,299.0,4,33,71,79,73,
1,1105.0,396.0,4,42,72,74,80,
1,1104.0,486.0,4,51,73,75,81,
1,1106.0,575.0,4,61,74,76,82,
1,1101.0,689.0,4,69,75,83,326,
1,1173.0,85.0,4,70,84,78,733,
1,1239.0,189.0,4,71,77,85,79,
1,1238.0,295.0,4,72,78,86,80,
1,1243.0,397.0,4,73,79,81,87,
1,1241.0,492.0,4,74,80,88,82,
1,1235.0,581.0,4,75,81,89,83,
1,1228.0,686.0,4,76,82,90,332,
1,1301.0,78.0,4,77,91,85,734,
1,1367.0,188.0,4,78,84,92,86,
1,1366.0,296.0,4,79,85,93,87,
1,1364.0,392.0,4,80,86,88,94,
1,1361.0,491.0,4,81,87,95,89,
1,1356.0,585.0,4,82,88,96,90,
1,1356.0,686.0,4,83,89,97,338,
1,1413.0,78.0,4,84,98,92,735,
1,1469.0,184.0,4,85,91,99,93,
1,1472.0,294.0,4,86,92,100,94,
1,1471.0,387.0,4,87,93,101,95,
1,1463.0,485.0,4,88,94,102,96,
1,1465.0,585.0,4,89,95,103,97,
1,1468.0,690.0,4,90,96,104,344,
1,1513.0,72.0,4,91,105,99,736,
1,1571.0,186.0,4,92,98,106,100,
1,1565.0,296.0,4,93,99,107,101,
1,1569.0,386.0,4,94,100,108,102,
1,1567.0,486.0,4,95,101,109,103,
1,1568.0,588.0,4,96,102,110,104,
1,1567.0,687.0,4,97,103,111,350,
