Lattice3x5043.csv,,,,,,,,,,,,,,,,,,,,
6,5,1,0,,,,,,,,,,,,,,,,,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120
15129,12453.89,11289.24,10747.08,10431.97,10110.64,9866.38,9413.1,8915.76,8487.07,8012.9,7567.3,7213.7,7212.31,7620.66,8374.85,8594.61,9725.77,8994.53,5935.53,0
15129,12374,11300,10779,10619,9948,9688,9598,9384,8570,8645,8537,9040,6329,6875,8257,9686,9216,7856,15125,0
15129,12494,11322,10678,10770,10259,10478,8952,8668,8209,8273,8021,8297,6847,6902,9538,7250,11366,12785,5,0
15129,12401,11286,10718,10563,9769,9816,10149,8800,7709,7253,7975,7422,7873,7643,7841,8123,10056,6456,0,0
15129,12413,11385,10687,10470,10077,10022,8683,9134,9169,7704,8000,6914,6594,6543,9624,9149,8285,10639,12994,0
15129,12464,11504,10655,10557,9807,9585,9057,8877,8776,7874,9347,6641,7986,6827,7182,8620,9998,8757,10227,0
15129,12361,11342,10728,10558,10390,9799,9585,9181,8330,7649,9174,8371,6417,7601,9364,10914,7440,7335,10161,0
15129,12347,11154,10510,10066,10099,9583,9368,9305,7869,8551,8045,7588,7607,7528,8399,7855,10022,9286,10,0
15129,12408,11357,10796,10505,10158,9879,9195,9313,9416,8282,7683,6218,7889,9371,7450,7341,4244,13544,0,0
15129,12481,10956,10446,10382,10147,10173,9782,9113,9065,7671,6308,8174,8355,7054,9447,7747,9793,13433,10,0
15129,12450,11244,10769,10478,10427,10358,8998,8755,8405,8177,8765,8377,6629,8538,9228,6528,11890,10125,15,0
15129,12471,11204,10560,10286,9943,10360,9292,8538,8513,7359,7610,7641,7400,7481,8887,6336,10058,6475,10,0
15129,12472,11190,10831,10790,10329,9150,9426,8486,8061,7978,7312,6750,7131,6913,8830,6102,9059,4066,15129,0
15129,12416,11338,10457,10344,10589,9878,9346,9056,8964,7784,7586,7898,7793,9020,9008,7953,12970,6563,15125,0
15129,12440,11189,10890,10852,10137,9773,9159,9508,9684,8704,7649,7195,6732,8179,5701,8486,7554,15124,5,0
15129,12407,11092,10258,10643,10041,9871,9750,9316,8121,7869,7956,6086,8536,7081,7165,5884,8039,12596,10,0
15129,12381,11276,10833,10531,10029,10153,9213,9667,7710,8178,8062,8188,6674,7250,9251,7072,11909,7518,15125,0
15129,12411,11196,10572,10625,10503,10279,9741,9635,8396,8534,6783,7384,7618,9927,7639,9493,9696,12578,0,0
15129,12478,11173,10998,10418,10476,9520,9398,9445,8357,7808,8464,5641,5920,7209,7203,7385,9122,12931,10,0
15129,12501,11140,10735,10045,10283,10023,9115,8850,8444,8208,6891,8565,7487,6933,9520,11193,7353,13793,15129,0
15129,12442,11187,10773,10558,10787,9993,9440,8569,8804,7992,7008,8109,8196,5588,8780,5734,11871,12298,14322,0
15129,12464,11227,10801,10518,9996,9699,9425,8677,8460,9172,6577,6401,6478,6495,7625,8536,12439,12704,6,0
15129,12395,11326,10781,10665,9940,10092,9520,9106,8725,8175,7251,6749,7455,6632,8376,8500,9975,9643,0,0
15129,12419,11384,10637,10413,9970,10295,9186,9001,8969,8380,8132,6330,7082,8517,5247,9023,11612,3220,15,0
15129,12396,11246,10884,10311,10351,9710,9048,8529,8339,7867,6987,5954,7489,7359,7994,9878,8103,6696,0,0
15129,12528,11149,10766,10155,10542,9970,9162,9457,8932,7991,7092,7307,7001,6136,7486,10733,10456,11523,15111,0
15129,12518,11209,10781,10459,10362,9522,9661,8809,8086,8502,8037,7305,7071,6272,11351,6804,12621,9793,5,0
15129,12416,11305,10721,10398,9889,9528,8634,8862,7484,8387,7028,6653,6987,7210,8437,8193,12786,10495,15129,0
15129,12561,11372,10816,10123,10523,9832,9324,9203,8335,8475,7361,6489,8057,8304,6904,9689,9936,10450,13272,0
15129,12505,11279,10685,10268,9892,9601,9166,7984,8694,7434,7947,6368,7742,8675,7468,11189,9046,9132,12682,0
15129,12419,11307,10808,10690,10177,9165,9256,9756,6896,8986,7842,6322,6507,8770,8985,6188,9351,75,15,0
15129,12439,11483,10776,10579,9888,10673,9267,10375,8747,7740,7352,7694,7002,9356,8207,7725,11624,3597,0,0
15129,12413,11491,10729,10512,10465,10109,9555,8003,9173,8222,6694,7766,8619,7623,8479,7122,12907,4552,15125,0
15129,12591,11377,10550,10379,9848,9979,8876,9003,8313,8051,6544,8237,6307,7404,7747,8717,9134,6017,9421,0
15129,12438,11298,10895,10262,10120,10168,9233,8784,8731,8371,7700,7010,6882,9088,7876,10515,4847,9727,0,0
15129,12537,11229,10494,10607,10337,9565,9297,8288,8392,8301,8158,7636,8860,6805,8122,9811,8865,4984,15,0
15129,12431,11197,10709,10434,10116,10010,9730,8776,7844,8775,7551,4691,6975,7670,10304,9797,7882,10051,0,0
15129,12493,11348,10752,10469,10320,9922,9674,9087,9643,8626,8263,7063,8527,7309,7201,5982,8510,6281,10,0
15129,12414,11256,10878,10691,10076,10244,9947,9505,8520,7845,8031,6741,6824,6203,6574,6944,4874,6678,15,0
15129,12490,11340,11034,10120,10170,10124,9648,9454,8641,8833,9071,7675,6358,7835,7621,8574,10701,6247,10,0
15129,12614,11388,10776,10108,10128,10300,9496,9319,8241,8515,7713,8720,6597,7011,7759,8863,8099,15101,10,0
15129,12478,11368,10978,10836,9515,9581,10199,9210,8024,7038,8972,7985,9159,7920,8748,6324,10924,10913,10,0
15129,12392,11205,10727,10390,9717,10079,9911,8735,8491,8352,8775,7068,7315,7267,9571,9845,12085,12891,15125,0
15129,12363,11379,10690,10324,10310,9898,9474,9441,9015,8188,7723,7185,7021,9931,7070,6414,5315,11940,0,0
15129,12420,11317,10746,10250,10028,9791,9612,9395,8060,7235,6830,6887,5857,8435,8776,11154,4633,10420,14011,0
15129,12500,11054,10896,10526,10071,9918,9027,8973,7327,7450,7125,6910,6640,8007,9487,8838,7527,13766,15125,0
15129,12373,11330,10848,10368,9613,10230,9122,8969,8709,7388,8932,6160,7349,6203,8902,8359,12491,30,10,0
15129,12511,11307,11059,10504,10036,9648,10184,8598,8877,8984,6393,8107,7086,7561,7845,7850,6614,3719,10,0
15129,12441,11260,10620,10510,9859,9216,9373,8571,8403,7715,6503,7290,7593,9824,6727,8217,9671,14473,9499,0
15129,12538,11305,10723,10068,10567,9652,9016,8421,9156,7244,7298,8151,7262,5842,8391,11315,7113,13419,14212,0
15129,12344,11399,10815,10527,10164,10159,9862,8280,8843,9112,7014,6978,6461,7463,10913,6364,10805,2835,5,0
15129,12447,11231,10845,10134,9832,9719,10040,8272,8381,7772,7851,7015,7656,9265,7158,9882,8178,4774,15125,0
15129,12397,11309,10733,10240,9718,9623,8981,9433,8992,8351,7106,7353,6866,7827,8607,7440,10443,52,0,0
15129,12592,11296,10997,10376,10104,9595,8812,8930,8695,7123,7744,7077,7198,8554,8149,11371,11012,12343,0,0
15129,12412,11293,10692,10214,10402,10198,9816,8168,8958,7912,7121,7656,6195,8115,9804,9585,11307,13111,0,0
15129,12402,11278,10764,10209,10360,10347,9586,8591,7714,9039,7317,8082,7145,8617,7712,9836,10398,9144,25,0
15129,12429,11333,10652,10074,10263,10002,9297,9308,9027,8013,7522,6691,7546,7871,11688,8468,8609,10176,5,0
15129,12555,11170,10743,10702,9758,9834,9224,9148,7705,8227,7473,7772,8496,6009,9186,10679,12173,4585,15125,0
15129,12430,11280,10607,10325,9834,10094,9027,9545,9122,7924,6909,6646,7851,7239,8013,9233,11150,10993,5,0
15129,12533,11345,10664,10459,9782,9992,9050,9320,7972,7616,7772,6511,6451,6828,9937,10198,9932,12109,15125,0
15129,12402,11387,10630,10568,9723,9760,10212,8852,8280,8569,6377,5979,7772,7599,9147,10278,12793,7545,10,0
15129,12499,11301,10714,10303,10350,10119,9275,7813,8073,9000,7985,6829,7306,6040,7652,9678,10390,5667,0,0
15129,12482,11419,10804,10278,10469,10181,9518,7726,8105,8268,7670,7143,7446,6985,8087,8422,9082,11942,15125,0
15129,12446,11219,10880,10500,9754,9950,9555,8167,7941,7981,8076,8728,4570,5068,8176,5683,9668,13180,0,0
15129,12371,11186,10791,10273,9908,9835,9957,9066,8094,8174,7842,5942,6676,6837,9011,8152,8475,12317,0,0
15129,12471,11146,10505,10608,9745,10031,9970,8861,8678,8085,8014,6598,7540,7381,7999,10758,13350,13025,15129,0
15129,12463,11556,10784,10563,9983,9678,9442,9464,9232,8344,7099,7386,5499,7856,7955,6889,9693,13046,15129,0
15129,12508,11468,10674,10547,9782,9869,9210,9580,7615,7893,7794,6512,7396,7447,8139,7214,12568,9619,10,0
15129,12564,11285,10897,10459,10144,9514,10149,8483,8670,8051,7452,8391,6448,8256,7878,7317,7766,8107,10,0
15129,12457,11251,10613,10163,10041,9467,9243,7790,8284,7242,6479,6783,7524,6481,6438,9006,12241,20,15125,0
15129,12547,11358,10872,10585,10180,9687,9378,9115,8660,8499,6415,8280,8308,7003,8941,7503,13285,6901,15125,0
15129,12460,11306,11018,10058,10140,9568,8721,9048,9258,8111,8109,7599,7539,8149,8558,8963,10073,10723,0,0
15129,12354,11469,10725,10479,10249,10320,9545,9150,8273,7486,7178,6778,7334,6158,7514,8810,12025,2222,10,0
