Lattice3x10092.csv,
8,5,1,0,
0,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260,
30276.0,986.4725,2314.6475,3474.605,4833.23,6496.455,7548.1675,7906.1275,8374.3975,8000.615,7386.8175,7415.63,6499.99,5769.34,5361.4525,3757.9975,3236.105,1318.7625,303.4625,0.025,0.0,
30276,156,10689,2018,10735,92,6425,6463,5032,2536,236,37,14412,7847,2330,20,15,0,0,0,0,
30276,80,1315,229,1447,2967,3639,1189,1653,4784,2168,45,77,3391,18214,25,15,5,0,0,0,
30276,70,91,151,127,15237,5546,9416,1737,76,4048,154,1383,447,16,20,10,0,0,0,0,
30276,52,33,226,2762,8042,2509,4569,7679,436,10563,6535,8923,107,3600,6254,30266,10,0,0,0,
30276,63,149,883,17799,4156,10007,12145,3979,21250,11527,14430,21207,9941,11229,25,5,8,0,0,0,
30276,92,139,4881,13755,1438,198,1532,11816,80,1003,4829,6345,16377,3302,33,10,5,0,0,0,
30276,25,74,4162,3071,7459,6772,13796,21747,10649,13669,16416,7692,10715,30,33,30266,0,0,0,0,
30276,11,1166,3894,1911,9737,10721,4954,4871,12594,1045,3931,11308,1200,19732,23,15,0,5,0,0,
30276,77,2523,1499,4070,6524,889,15923,4326,5935,17610,377,15633,2194,38,16679,0,10,0,0,0,
30276,109,7088,118,17900,8347,11256,14185,14822,21,7986,4103,5423,3021,20,20,10,5,0,0,0,
30276,83,214,9484,942,5176,370,8296,13456,3328,1331,3228,1587,2886,5574,13,10,5,0,0,0,
30276,58,722,2300,284,9729,2059,9346,13421,4638,13787,3455,7716,21163,11649,15,5,10,0,0,0,
30276,28,7735,55,791,6846,16525,12925,113,11104,13051,41,8429,51,2939,15,13,0,0,0,0,
30276,11,198,6078,7713,8332,10647,10482,1021,5821,14858,3821,13731,11961,41,38,15,10,0,0,0,
30276,26,188,171,9693,7940,7860,1848,14447,558,2102,11414,8957,68,8891,42,5,5,5,0,0,
30276,98,11596,2518,4790,8407,24634,6698,8393,8083,1068,62,86,470,30261,3142,0,5,0,0,0,
30276,329,1287,1160,2344,4990,11096,5265,16116,9088,7909,1518,13079,4469,33,20,5,5,0,0,0,
30276,108,179,9782,4780,6166,7061,15466,706,9743,12974,5985,11402,15369,5831,31,1366,5,5,0,0,
30276,56,116,71,4958,10690,162,1381,9382,10617,11119,3367,5920,1192,9967,35,7631,0,0,0,0,
30276,17,189,9068,5509,11425,18495,956,5863,11496,8679,2334,91,6497,7064,27247,10,0,0,0,0,
30276,113,4093,174,8841,8183,50,9581,7968,20714,3482,5902,66,26672,3956,20,5,0,0,0,0,
30276,68,9682,6166,12047,3169,10427,4347,7878,2410,18723,4149,16053,44,5611,23,10,0,0,0,0,
30276,62,5418,5860,166,2857,15303,5581,5045,6715,8270,3950,15090,5058,16572,6098,15,5,5,0,0,
30276,46,192,4237,1479,5920,85,976,15731,9912,1788,581,12797,48,3566,15,2733,0,0,0,0,
30276,26,121,151,75,81,130,10567,3193,1879,4252,10004,2812,8785,43,10,10,13,0,0,0,
30276,1933,83,1335,392,4534,4021,11457,6851,3145,50,7651,41,745,24843,10,19479,0,0,0,0,
30276,98,65,241,11868,9295,6429,136,3983,7239,5624,4035,6286,964,36,10,5,13,0,0,0,
30276,87,169,5226,14034,11468,7335,15519,18317,1727,1819,5512,798,340,33,8505,20,5,5,0,0,
30276,67,1193,161,9517,4304,11818,6009,56,8568,69,6511,10451,4399,8960,5,0,0,0,0,0,
30276,86,584,225,2946,155,6903,182,16980,17459,750,2471,44,4976,22697,8126,0,0,0,0,0,
30276,40,201,205,1112,2359,10511,10482,5047,10616,7443,85,46,6113,4199,25,5,0,0,0,0,
30276,89,191,6868,2752,1541,145,533,2407,14734,2056,80,10257,1090,20,15,0,5,0,0,0,
