Lattice123x123.csv,
7,6,4,0,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120,
15129.0,1617.67,900.11,622.83,449.81,332.08,258.53,205.25,158.96,134.35,103.19,79.28,57.19,37.58,25.1,12.74,5.39,2.3,0.3,0.0,0.0,
15129,1748,993,505,448,280,252,257,172,102,78,68,61,46,30,15,0,5,0,0,0,
15129,1778,852,630,496,266,172,190,116,107,93,71,78,28,25,10,0,0,0,0,0,
15129,1819,908,578,332,352,253,285,131,86,63,88,40,45,36,20,5,0,0,0,0,
15129,1664,988,515,397,410,320,157,157,119,78,40,55,48,25,10,0,5,0,0,0,
15129,1647,958,661,501,309,265,261,177,150,91,73,61,38,38,10,5,0,0,0,0,
15129,1899,888,492,451,286,232,186,153,123,140,114,65,40,20,13,5,5,0,0,0,
15129,1425,982,538,436,307,248,256,163,156,103,76,54,40,25,0,0,0,0,0,0,
15129,1447,967,631,363,276,265,187,89,79,93,60,30,68,13,10,8,0,0,0,0,
15129,1404,873,688,525,367,290,175,140,169,123,88,60,35,30,10,15,0,0,0,0,
15129,1721,828,771,427,317,256,233,110,148,84,80,50,50,5,5,0,5,0,0,0,
15129,1613,899,541,461,297,290,152,139,194,93,76,50,20,15,10,5,0,0,0,0,
15129,1768,806,620,581,347,269,155,134,118,78,82,56,55,20,5,5,0,0,0,0,
15129,1543,883,574,512,346,252,164,138,152,157,73,49,20,50,0,0,5,0,0,0,
15129,1747,1003,638,464,304,277,176,234,119,94,118,73,15,35,10,5,0,0,0,0,
15129,1625,886,674,415,269,274,225,169,175,94,99,35,48,42,25,5,0,0,0,0,
15129,1658,946,511,501,298,277,227,152,103,105,98,38,35,30,0,10,5,0,0,0,
15129,1785,753,556,493,342,262,234,150,136,105,109,48,10,15,15,0,10,0,0,0,
15129,1445,832,619,423,328,231,154,174,137,101,100,43,30,5,15,5,5,0,0,0,
15129,1483,800,618,439,358,197,206,155,120,104,68,55,40,25,10,5,5,0,0,0,
15129,1828,829,655,582,294,309,199,140,110,99,73,88,30,15,18,5,0,0,0,0,
15129,1807,898,621,385,328,269,290,93,110,109,86,99,10,25,25,0,0,0,0,0,
15129,1706,1058,605,454,283,251,187,175,109,121,83,35,25,25,10,5,10,0,0,0,
15129,1563,861,647,588,235,210,211,174,110,96,104,92,55,40,5,10,0,0,0,0,
15129,1336,692,663,393,330,319,165,146,152,125,61,73,30,20,15,20,0,0,0,0,
15129,1769,941,751,437,275,223,191,163,171,109,74,55,35,30,25,13,5,0,0,0,
15129,1657,873,629,420,236,276,191,163,171,117,103,58,25,20,30,15,5,5,0,0,
15129,1664,1022,706,442,400,259,215,122,99,95,105,75,30,45,15,10,10,0,0,0,
15129,1740,814,584,494,282,215,157,147,146,63,61,43,45,15,20,0,0,0,0,0,
15129,1557,864,574,439,340,232,156,162,175,152,58,83,21,40,30,0,10,0,0,0,
15129,1677,853,644,433,472,178,195,177,201,124,62,86,30,20,20,15,5,0,0,0,
15129,1561,776,522,491,345,290,157,218,132,62,68,30,50,25,10,0,5,0,0,0,
15129,1544,796,622,443,346,206,244,133,157,114,63,68,40,5,20,5,5,0,0,0,
15129,1662,959,694,370,326,332,241,179,145,104,76,50,50,30,15,0,5,0,0,0,
15129,1606,913,660,458,391,253,184,179,97,122,86,30,38,15,15,0,0,0,0,0,
15129,1610,867,583,461,348,331,226,137,82,114,59,73,25,10,20,0,5,0,0,0,
15129,1556,924,604,455,375,270,279,132,141,91,51,55,28,38,23,5,0,0,0,0,
15129,1786,989,609,489,307,176,198,168,154,58,114,51,20,30,5,5,0,5,0,0,
15129,1485,767,651,454,352,287,193,111,147,85,81,56,15,18,5,5,0,0,0,0,
15129,1475,825,609,512,197,251,256,130,138,90,68,56,40,30,0,0,5,0,0,0,
15129,1510,891,743,430,389,239,226,155,135,70,56,87,58,25,5,15,0,0,0,0,
15129,1752,1060,598,373,261,279,251,201,145,103,92,61,33,25,20,5,5,0,0,0,
15129,1502,1018,715,458,335,270,263,151,139,103,66,71,30,20,10,15,0,0,0,0,
15129,1709,909,517,389,313,249,240,121,171,107,47,79,45,53,5,0,0,0,0,0,
15129,1803,904,714,359,325,293,166,121,144,144,66,43,30,15,20,5,0,0,0,0,
15129,1576,971,644,459,449,299,185,181,146,129,68,78,40,15,5,10,10,0,0,0,
15129,1538,1024,607,379,347,287,113,133,159,109,43,79,40,20,10,5,0,0,0,0,
15129,1642,882,578,458,346,252,155,189,106,126,64,65,56,50,10,5,0,0,0,0,
15129,1594,892,664,516,344,277,191,182,114,86,65,89,54,48,12,5,10,0,0,0,
15129,1620,837,602,445,326,240,252,193,107,107,57,28,25,10,15,0,5,0,0,0,
15129,1657,711,533,424,371,237,198,130,141,96,76,53,50,40,8,10,5,0,0,0,
15129,1363,971,625,421,263,271,212,163,93,86,87,88,69,15,10,5,0,0,0,0,
15129,1442,818,705,471,367,219,228,127,124,125,55,13,30,45,5,0,0,0,0,0,
15129,1476,860,698,393,370,242,175,116,80,101,48,83,25,5,0,0,0,0,0,0,
15129,1587,871,546,487,326,272,223,184,160,121,75,40,35,25,5,5,0,0,0,0,
15129,1565,864,500,475,341,342,158,145,153,83,98,45,60,25,15,25,0,0,0,0,
15129,1606,988,478,454,337,224,267,177,120,81,87,43,10,45,15,5,0,0,0,0,
15129,1585,986,515,521,242,222,215,215,182,130,60,48,48,20,25,5,5,0,0,0,
15129,1607,966,719,461,333,303,222,105,148,141,53,28,53,13,5,0,0,0,0,0,
15129,1535,850,521,421,387,212,205,167,146,95,124,63,38,33,25,5,5,0,0,0,
15129,1586,844,571,441,425,311,232,133,111,104,86,63,25,28,10,10,0,0,0,0,
15129,1621,828,489,449,328,267,213,147,94,112,81,78,45,15,15,5,5,0,0,0,
15129,1367,871,583,377,298,152,176,174,146,116,78,45,30,48,25,0,0,0,0,0,
15129,1574,985,636,485,333,287,193,178,149,99,63,46,35,25,15,0,0,0,0,0,
15129,1512,832,652,403,379,244,214,182,130,125,80,68,40,15,5,0,0,5,0,0,
15129,1602,1030,720,436,349,240,195,207,120,72,85,75,38,28,5,0,0,0,0,0,
15129,1813,940,580,557,374,297,231,169,187,76,80,50,45,40,0,10,0,0,0,0,
15129,1475,985,714,385,299,340,193,124,114,140,93,53,33,15,25,0,0,0,0,0,
15129,1704,811,579,455,358,319,244,205,140,120,137,52,53,50,0,5,0,0,0,0,
15129,1693,806,532,484,354,315,164,130,142,109,114,89,56,33,25,0,5,0,0,0,
15129,1748,856,606,484,255,280,217,153,153,149,73,68,63,15,23,5,5,0,0,0,
15129,1572,879,591,341,336,234,208,89,167,79,48,60,45,25,10,10,0,5,0,0,
15129,1562,992,564,363,352,243,171,175,152,73,85,66,15,20,15,10,0,0,0,0,
15129,1504,903,781,465,295,251,268,172,161,76,71,63,20,16,10,5,0,0,0,0,
15129,1735,927,761,443,288,260,236,230,93,101,60,60,30,25,0,5,0,0,0,0,
15129,1540,885,628,441,229,192,241,230,127,145,60,82,38,30,20,0,0,0,0,0,
15129,1588,917,608,482,370,229,221,165,128,55,105,55,59,13,10,5,5,0,0,0,
15129,1563,1032,640,458,363,235,156,110,120,71,92,50,25,10,10,10,5,0,0,0,
15129,1504,895,593,422,382,254,222,176,131,138,102,35,30,25,0,5,5,0,0,0,
15129,1538,882,574,479,424,258,193,135,117,73,76,35,56,35,5,5,0,0,0,0,
15129,1867,909,659,398,319,205,190,202,130,100,80,66,35,25,0,10,10,0,0,0,
15129,1701,992,711,410,395,274,236,152,123,91,74,45,35,20,15,10,5,0,0,0,
15129,1501,968,583,484,334,225,262,169,79,76,92,69,30,10,30,5,0,0,0,0,
15129,1605,978,542,506,370,278,163,170,104,114,83,58,65,38,0,10,0,0,0,0,
15129,1450,1028,694,360,251,256,249,176,153,54,71,49,25,20,0,5,0,0,0,0,
15129,1785,948,606,415,341,245,233,162,189,86,68,58,38,20,31,10,0,0,0,0,
15129,1540,912,554,419,412,273,199,166,81,127,96,55,36,25,18,10,0,0,0,0,
15129,1658,912,751,350,302,258,211,208,184,122,69,69,23,25,10,5,0,0,0,0,
15129,1593,961,650,434,405,261,234,165,140,121,121,36,73,10,20,0,0,0,0,0,
15129,1768,793,681,515,357,275,140,177,106,120,64,33,35,25,20,5,0,0,0,0,
15129,1644,1002,716,359,297,378,124,161,130,145,73,69,51,20,15,0,0,0,0,0,
15129,1871,938,635,571,338,178,166,178,141,121,78,58,42,18,10,5,0,0,0,0,
15129,1435,938,698,363,260,244,117,190,136,74,96,35,41,15,25,18,5,0,0,0,
15129,1742,866,538,525,322,236,247,90,176,71,97,45,25,25,15,10,0,0,0,0,
15129,1676,931,730,526,375,199,162,206,91,128,75,46,35,10,15,0,0,0,0,0,
15129,1685,814,643,451,314,243,192,168,122,127,80,45,25,10,0,0,5,5,0,0,
15129,1421,766,603,484,361,249,263,191,96,121,78,58,30,33,13,5,0,0,0,0,
15129,1642,822,733,484,291,322,195,170,176,111,72,35,43,25,10,5,5,5,0,0,
15129,1500,938,709,472,300,229,176,105,133,115,75,65,53,40,25,5,0,0,0,0,
15129,1869,848,628,388,355,263,206,182,135,73,130,51,25,30,25,5,0,0,0,0,
15129,1536,808,602,558,425,306,212,166,175,119,83,40,30,28,5,10,5,0,0,0,
