Lattice3x5043.csv,,,,,,,,,,,,,,,,,,,,
7,6,4,0,,,,,,,,,,,,,,,,,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120
15129,21.22,48.56,61.26,60.59,52.67,44.33,44.22,39.88,40.36,35.97,30.25,27.08,21.87,14.92,8.73,4.06,1.75,0.2,0,0
15129,0,29,37,98,54,99,39,74,38,95,18,18,53,15,10,0,0,0,0,0
15129,20,75,42,60,72,56,58,38,32,30,38,31,20,20,5,10,0,0,0,0
15129,100,0,89,92,76,56,46,38,47,18,52,30,25,10,18,5,0,0,0,0
15129,0,53,63,30,48,33,45,48,41,32,28,25,35,15,10,15,5,0,0,0
15129,31,141,36,72,60,19,25,33,41,34,36,0,31,10,5,0,0,0,0,0
15129,0,56,109,59,18,25,38,38,47,56,26,20,13,5,5,0,0,5,0,0
15129,0,48,117,74,42,35,62,48,31,21,35,41,20,10,5,5,5,0,0,0
15129,86,92,60,42,46,37,55,41,41,30,20,31,20,25,20,0,10,0,0,0
15129,17,72,36,72,19,37,57,43,57,31,38,23,30,20,8,0,0,0,0,0
15129,59,59,58,77,60,31,41,74,13,39,15,25,35,10,15,0,0,0,0,0
15129,11,8,79,28,23,32,54,56,41,39,30,33,15,15,0,5,0,0,0,0
15129,29,135,22,130,28,26,10,35,47,33,18,20,20,5,5,0,0,0,0,0
15129,0,47,60,71,62,54,48,24,36,15,25,41,20,10,0,5,5,5,0,0
15129,0,44,48,59,47,62,36,53,57,49,25,45,18,5,0,5,0,0,0,0
15129,22,14,121,49,87,43,36,43,30,44,25,20,35,15,10,0,0,0,0,0
15129,17,0,77,77,54,21,76,34,30,61,20,23,28,10,5,5,10,0,0,0
15129,8,85,56,47,21,31,67,38,60,38,24,13,20,15,10,10,5,0,0,0
15129,44,84,117,68,101,28,25,20,56,13,43,5,35,20,0,0,0,0,0,0
15129,40,39,65,45,20,44,27,13,52,31,38,58,20,30,20,5,0,0,0,0
15129,0,34,43,38,38,20,26,31,75,39,15,23,33,13,15,10,0,0,0,0
15129,0,54,35,75,39,45,65,33,64,30,20,33,10,15,0,0,5,0,0,0
15129,38,5,110,45,37,92,10,16,53,25,53,15,0,26,0,0,0,0,0,0
15129,47,30,41,84,54,28,66,99,74,25,28,20,10,18,5,0,5,0,0,0
15129,27,22,52,69,77,16,34,27,56,31,58,5,10,38,5,0,10,0,0,0
15129,0,64,10,62,24,60,40,33,25,30,48,10,20,38,5,0,0,0,0,0
15129,17,70,70,44,69,38,46,38,73,26,30,50,25,13,5,18,0,0,0,0
15129,0,125,86,0,29,46,15,25,89,23,26,30,49,5,25,0,5,0,0,0
15129,0,47,92,83,127,44,10,38,31,31,20,25,25,28,5,15,15,0,0,0
15129,19,133,51,100,76,73,41,10,25,20,33,13,20,15,18,0,5,0,0,0
15129,17,24,70,18,24,16,48,31,34,10,23,35,15,26,5,5,0,0,0,0
15129,23,44,65,22,59,64,62,25,42,35,20,20,23,5,5,0,0,0,0,0
15129,23,31,65,41,20,34,51,23,49,48,39,30,19,10,23,15,0,0,0,0
15129,69,51,97,96,35,21,85,16,39,55,45,35,38,18,15,5,0,0,0,0
15129,55,57,82,108,34,23,58,39,21,36,15,31,10,25,5,0,5,0,0,0
15129,22,69,33,37,34,53,54,63,61,40,35,39,28,10,10,10,0,0,0,0
15129,11,0,45,21,62,50,20,23,21,31,5,10,25,13,10,5,0,0,0,0
15129,11,62,86,80,18,31,53,86,43,43,28,40,23,5,10,5,0,0,0,0
15129,14,5,57,29,27,38,47,29,5,18,43,30,25,10,5,0,0,0,0,0
15129,0,23,45,60,82,44,31,70,53,41,30,20,5,23,0,0,5,0,0,0
15129,0,47,122,89,92,36,36,47,23,48,15,23,10,10,10,0,0,0,0,0
15129,0,135,28,25,29,47,32,37,20,40,15,68,30,15,15,10,0,0,0,0
15129,20,13,13,35,32,28,60,57,84,45,41,43,28,0,0,5,0,0,0,0
15129,0,16,60,47,45,41,48,15,46,20,25,20,20,30,5,5,0,0,0,0
15129,127,30,58,59,38,66,13,31,37,62,47,14,18,25,15,5,5,0,0,0
15129,19,10,43,77,41,29,52,36,43,15,33,45,10,0,13,0,0,0,0,0
15129,0,59,57,48,51,48,69,64,41,43,30,10,26,13,5,0,0,0,0,0
15129,0,52,48,10,47,55,46,54,36,29,25,25,20,15,20,5,0,0,0,0
15129,0,123,63,59,26,33,80,42,35,51,40,38,20,5,15,5,0,0,0,0
15129,20,35,19,67,68,37,23,42,23,10,30,25,28,10,15,0,5,0,0,0
15129,37,64,88,86,93,23,16,41,36,41,35,10,30,5,10,10,5,0,0,0
15129,62,22,59,38,35,78,36,51,20,33,60,23,25,5,15,5,0,0,0,0
15129,23,8,67,19,83,38,33,23,23,23,15,15,20,25,10,0,0,0,0,0
15129,14,43,59,53,51,49,40,23,39,40,25,28,34,10,20,0,0,0,0,0
15129,0,74,58,50,69,57,15,36,31,49,28,48,20,35,20,5,5,0,0,0
15129,0,47,29,119,74,20,47,10,55,31,38,18,20,18,0,5,5,0,0,0
15129,0,30,11,70,10,51,40,53,39,10,48,41,20,10,0,0,0,0,0,0
15129,8,11,80,103,30,65,47,88,23,28,43,23,15,20,5,0,0,0,0,0
15129,0,48,32,32,20,28,82,25,43,28,28,28,25,23,10,5,0,0,0,0
15129,48,19,72,62,28,61,45,31,31,30,33,23,30,10,5,10,5,0,0,0
15129,35,64,68,65,29,29,33,48,33,63,42,42,25,20,18,10,0,0,0,0
15129,23,91,46,100,77,47,33,34,39,34,26,28,15,14,20,10,0,0,0,0
15129,0,70,83,71,62,76,37,41,23,66,38,25,25,15,0,5,0,0,0,0
15129,0,94,25,40,58,84,74,41,35,30,33,28,15,5,5,0,5,0,0,0
15129,0,10,35,51,55,35,39,36,28,35,38,53,15,5,10,0,0,0,0,0
15129,11,8,47,44,41,23,40,10,74,38,37,33,25,10,0,5,0,0,0,0
15129,0,47,34,68,78,13,37,23,18,33,25,10,10,10,10,0,5,0,0,0
15129,0,86,35,62,62,10,41,20,57,72,28,10,5,5,15,5,0,5,0,0
15129,17,30,19,45,25,52,34,39,39,25,33,31,10,20,15,0,0,0,0,0
15129,23,64,52,49,58,36,54,34,35,15,0,25,10,10,15,5,0,0,0,0
15129,35,22,147,114,18,42,65,23,36,25,20,40,15,0,0,0,0,0,0,0
15129,0,39,77,66,74,15,5,47,15,28,10,13,13,13,10,15,5,0,0,0
15129,0,110,37,117,68,64,23,33,32,46,39,5,33,15,21,5,0,0,0,0
15129,14,8,69,65,63,34,18,43,33,38,20,28,35,10,18,0,0,0,0,0
15129,40,50,68,57,37,47,34,33,5,53,45,15,18,15,5,23,0,0,0,0
15129,0,47,58,57,38,62,40,50,54,10,26,30,10,13,5,5,5,0,0,0
15129,11,60,70,35,38,24,34,43,25,23,47,43,23,0,15,0,5,0,0,0
15129,8,8,84,71,61,49,50,39,23,57,25,21,23,10,10,0,0,5,0,0
15129,32,20,127,61,93,28,60,39,60,33,15,10,40,10,15,0,0,0,0,0
15129,19,25,159,72,50,53,23,38,42,15,43,20,15,5,0,5,0,0,0,0
15129,29,5,54,117,21,55,52,13,28,23,37,25,5,13,8,0,0,0,0,0
15129,202,8,70,49,50,69,31,13,43,53,15,36,33,20,5,5,0,0,0,0
15129,5,124,63,61,60,37,58,40,56,46,46,23,43,20,10,5,0,0,0,0
15129,72,0,65,72,81,67,51,33,71,38,20,52,18,30,0,0,0,0,0,0
15129,0,24,68,54,149,44,24,58,28,35,28,10,25,10,0,5,5,0,0,0
15129,38,0,41,89,70,111,34,40,64,54,15,28,5,5,10,5,5,0,0,0
15129,28,50,94,26,45,34,52,53,52,33,43,23,52,20,15,15,0,0,0,0
15129,8,59,63,61,109,57,61,37,20,10,31,36,10,15,10,5,0,0,0,0
15129,0,37,56,106,74,76,46,48,51,46,20,45,20,20,5,0,0,0,0,0
15129,11,0,30,73,50,42,29,23,25,53,36,25,5,23,5,0,0,0,0,0
15129,0,30,39,66,84,31,52,51,44,58,23,33,33,5,0,0,5,0,0,0
15129,25,120,22,13,72,60,49,36,20,85,30,33,25,20,0,5,5,0,0,0
15129,0,31,42,96,59,21,56,43,40,25,24,40,15,20,0,5,0,0,0,0
15129,61,25,87,39,68,63,92,46,55,51,38,13,0,0,0,0,0,0,0,0
15129,11,11,73,33,125,47,64,34,19,18,20,59,15,10,5,5,0,0,0,0
15129,20,118,51,13,23,36,39,54,37,41,23,20,27,33,15,5,0,0,0,0
15129,44,40,107,48,15,23,83,91,47,54,18,48,20,20,10,10,5,0,0,0
15129,26,93,59,78,63,68,56,34,15,24,60,10,36,45,0,5,0,0,0,0
15129,11,11,27,44,37,54,66,91,47,33,38,20,15,10,13,0,0,0,0,0
15129,0,127,66,32,34,47,32,41,58,10,10,15,25,20,10,0,0,0,0,0
15129,8,73,16,69,28,73,54,43,52,46,38,20,25,25,15,5,0,0,0,0
