Lattice174x174.csv,,,,,,,,,,,,,,,,,,,,
8,5,1,0,,,,,,,,,,,,,,,,,
303,1513,3026,4539,6052,7565,9078,10591,12104,13617,15130,16643,18156,19669,21182,22695,24208,25721,27234,28747,30260
13119,3996,2431,1334,940,732,657,443,353,225,282,191,121,76,32,5,22,5,5,0,0
12477,4075,2195,1389,1133,808,529,463,390,295,246,170,122,47,65,35,10,5,0,0,0
13290,3875,2423,1284,887,710,556,431,357,308,199,116,109,81,63,42,24,5,5,0,0
12575,3933,2017,1455,881,698,637,490,369,295,251,179,119,101,92,60,5,5,0,0,0
12406,3825,2341,1486,890,588,551,462,362,268,264,197,88,90,55,20,5,10,5,0,0
12671,4301,2066,1373,960,749,578,478,292,246,232,175,128,144,63,56,5,5,0,0,0
12279,4307,1970,1346,1063,834,546,443,299,355,208,159,116,59,50,40,10,0,0,0,0
12444,3535,2392,1223,1118,604,504,478,393,327,278,196,148,58,53,53,10,0,0,0,0
12198,3986,2423,1455,1029,806,627,521,437,265,263,164,87,85,40,45,10,17,0,0,0
12891,3933,2200,1676,1007,906,568,599,305,278,223,174,155,100,35,10,5,0,0,0,0
12469,3947,2250,1418,1005,777,558,482,394,379,210,172,136,116,35,47,5,0,0,0,0
12165,3975,2079,1325,1182,819,565,424,341,275,222,215,99,147,72,38,5,5,0,0,0
12696,4146,2012,1239,1056,652,487,427,354,317,268,131,99,112,74,40,10,0,5,0,0
12750,4066,2146,1296,1027,668,566,456,425,283,166,151,76,98,28,30,39,5,0,0,0
12775,3749,2182,1519,1021,717,618,498,356,245,230,144,106,58,65,15,23,0,0,0,0
12630,4313,2174,1303,998,717,492,475,337,398,247,191,95,86,58,15,5,10,0,0,0
12395,3840,1923,1404,998,734,529,467,380,259,199,198,139,86,48,25,0,20,0,0,0
12822,3966,2249,1424,1077,744,546,432,361,233,211,205,92,113,117,28,15,0,0,0,0
13130,4032,2039,1342,976,790,493,392,327,305,238,178,185,82,43,50,19,5,5,0,0
12625,4296,2212,1450,1006,790,586,510,238,222,277,172,172,110,42,29,20,0,0,0,0
12724,4032,2213,1424,941,839,592,422,395,281,240,179,131,88,69,30,10,0,0,0,0
12441,4073,2034,1319,1010,695,502,412,382,387,258,179,68,52,45,32,10,5,0,0,0
12872,4018,2203,1418,967,746,525,426,354,317,221,152,145,83,53,35,10,5,0,0,0
12983,4062,2408,1510,865,883,543,459,358,341,275,208,151,85,65,22,22,0,0,0,0
12779,3827,2177,1557,887,607,612,498,292,277,222,250,156,118,55,30,20,5,0,0,0
12708,4080,2180,1409,971,757,574,502,392,300,279,193,113,76,56,41,20,0,0,0,0
12606,3704,1923,1461,1024,621,562,502,434,256,236,199,156,73,45,25,27,5,0,0,0
12479,4221,1979,1390,977,828,664,495,377,428,205,150,168,112,65,46,10,5,0,0,0
12871,4123,2231,1468,818,875,476,536,421,279,204,178,139,119,68,77,47,5,0,0,0
12916,4272,2062,1570,921,790,722,392,342,216,270,147,153,38,61,20,15,10,0,0,0
12549,3947,2323,1413,1101,631,596,415,255,299,252,151,127,109,77,15,20,0,0,0,0
12966,3871,2311,1311,1032,662,424,470,355,312,243,166,153,117,35,48,23,10,0,0,0
12376,4320,2270,1193,873,831,610,530,208,300,260,168,115,90,64,30,25,0,0,0,0
12218,3864,2138,1428,946,881,647,426,300,371,263,121,94,110,23,15,35,5,0,0,0
12882,3986,2171,1384,953,748,723,536,489,417,231,159,152,112,59,23,13,18,0,0,0
12704,3971,2525,1390,1040,904,552,481,354,228,160,228,124,119,30,24,12,5,0,0,0
12760,4069,2229,1374,1177,635,513,444,448,318,167,182,167,95,70,10,15,5,0,0,0
12542,4026,2065,1403,1044,834,484,480,393,317,200,172,142,105,10,33,5,0,0,0,0
12738,4156,2445,1497,999,656,695,472,346,285,244,200,94,59,42,30,12,10,0,0,0
12444,3939,2305,1387,946,513,547,466,300,220,152,170,85,91,59,40,25,15,0,0,0
12588,3829,2158,1342,1015,748,641,556,423,213,250,183,98,111,59,15,28,5,0,0,0
13190,3979,2131,1480,1092,664,586,373,343,233,260,192,106,91,55,20,28,0,0,0,0
12901,4143,2282,1477,927,726,597,531,247,259,247,156,105,93,57,5,32,5,0,0,0
12408,3886,2142,1659,1054,599,635,437,291,352,208,180,133,61,43,38,10,0,0,0,0
12547,4005,2054,1440,967,952,618,310,367,279,203,153,116,65,33,5,15,15,0,0,0
12073,4087,1703,1207,983,761,524,564,398,264,211,138,139,93,60,30,10,0,0,0,0
12653,3823,1991,1437,918,723,644,368,334,220,216,180,51,83,33,30,5,0,0,0,0
12836,3761,2263,1430,1097,667,666,414,360,231,239,185,115,57,63,5,10,0,0,0,0
12947,4089,2284,1453,868,782,650,491,294,328,243,123,85,60,46,20,10,5,0,0,0
12509,4159,2079,1416,1068,866,468,487,326,256,240,221,106,58,93,0,20,0,0,0,0
12897,3733,2093,1302,916,635,497,427,358,310,237,182,72,93,52,19,32,10,0,0,0
12369,3750,2273,1557,996,719,558,409,360,227,214,178,96,97,69,50,10,0,0,0,0
13139,4010,2210,1391,1028,768,576,333,370,320,157,155,121,82,48,23,10,10,5,0,0
12359,4343,2029,1432,967,771,628,358,354,209,265,167,111,68,55,27,32,10,5,0,0
12710,4146,2493,1545,1116,742,511,387,335,331,209,241,157,68,63,15,35,10,0,0,0
12287,4052,2309,1407,1016,704,577,513,333,256,256,200,83,159,53,32,10,0,0,0,0
12603,4183,2186,1512,981,875,731,499,338,307,222,177,138,89,61,15,13,5,0,0,0
12902,3961,2317,1500,877,781,664,345,457,328,163,171,69,73,61,10,0,0,0,0,0
12156,3692,2324,1558,917,904,560,405,363,288,210,156,147,78,62,25,15,10,0,0,0
12748,3923,2404,1465,942,707,552,391,300,277,262,108,104,97,60,25,5,7,0,0,0
12947,4070,2144,1329,968,807,544,375,319,238,281,114,91,126,83,40,10,10,0,0,0
12694,4064,1977,1457,1116,733,638,422,414,380,208,110,113,138,47,15,10,15,0,0,0
13205,4031,2153,1400,1137,673,563,478,308,356,245,227,89,58,74,43,5,0,0,0,0
13225,4058,2191,1489,1073,727,540,479,297,253,184,92,144,40,43,15,37,8,0,0,0
12620,4085,2282,1359,986,774,609,364,363,205,167,186,90,79,49,18,5,0,0,0,0
12854,4168,2218,1507,864,719,532,493,403,232,247,266,100,88,81,12,5,10,0,0,0
12134,4259,1894,1458,950,843,553,505,323,338,227,100,106,102,25,15,28,0,0,0,0
12498,3996,2040,1444,978,809,639,419,319,269,193,210,141,108,27,35,10,0,5,0,0
12913,4084,2280,1538,888,748,531,317,501,360,230,175,129,50,40,38,18,0,0,0,0
12656,4028,2150,1395,947,670,658,471,378,360,268,196,105,86,23,37,10,0,0,0,0
12855,3963,2083,1324,908,682,630,566,425,331,226,57,123,104,30,18,17,5,0,0,0
12578,4272,2294,1414,934,785,549,461,327,305,221,143,168,63,35,45,26,0,0,0,0
12022,3752,2143,1250,1041,481,637,393,341,310,281,167,194,96,84,49,28,10,0,0,0
12733,4242,2038,1399,1141,826,663,420,367,330,277,161,142,43,33,22,13,5,0,0,0
13045,4058,2429,1550,1017,494,713,420,382,298,209,204,172,82,54,23,10,0,0,0,0
12199,4194,2271,1337,983,873,536,388,393,292,224,146,154,74,32,41,10,10,0,0,0
12369,4260,2217,1364,1080,777,523,405,321,235,248,160,100,92,37,17,23,0,0,0,0
12507,4083,2235,1347,1105,673,499,580,261,245,319,164,119,82,59,42,5,8,0,0,0
12344,3850,2258,1635,1043,742,518,384,429,298,212,186,115,58,68,34,10,5,0,0,0
12751,3765,2317,1638,974,792,517,375,347,339,284,168,95,68,39,20,27,8,0,0,0
12944,3892,2023,1513,1007,818,622,497,334,233,254,206,192,94,45,15,5,5,0,0,0
12901,3858,2064,1541,1081,696,500,398,404,260,201,196,98,103,55,30,15,0,0,0,0
12835,4002,2234,1429,1022,753,577,630,311,327,207,185,145,85,30,20,0,5,0,0,0
13249,4228,2187,1462,1025,835,581,423,382,369,241,143,133,61,25,15,10,5,5,0,0
12174,3935,2286,1188,996,790,601,501,287,243,264,142,195,70,72,23,0,0,5,0,0
12552,4331,2369,1332,943,878,557,492,429,227,220,150,110,102,55,40,0,5,0,0,0
12961,4145,2410,1233,1006,813,653,446,335,322,287,199,103,92,65,23,0,10,0,0,0
12331,4215,1995,1442,1025,827,502,497,399,266,299,161,90,88,75,33,0,0,0,0,0
12380,4280,2213,1383,1051,817,626,586,294,327,209,209,151,77,53,20,12,0,0,0,0
12781,4574,1918,1501,933,699,681,363,306,249,274,143,102,92,61,25,25,10,0,0,0
12814,4028,2134,1296,976,809,536,422,422,297,200,187,135,102,65,37,0,0,0,0,0
12844,4059,2252,1369,1089,656,511,439,314,327,197,212,187,101,48,13,5,12,0,0,0
12730,3745,2159,1413,1008,705,471,454,329,235,219,198,130,69,50,25,20,5,0,0,0
12695,4289,2322,1665,1067,772,548,428,314,236,188,155,74,53,38,5,20,5,0,0,0
12608,4502,1976,1304,936,810,550,455,334,264,316,213,94,99,60,33,23,0,5,0,0
12310,3780,2162,1380,923,835,659,444,314,238,257,194,76,92,82,47,7,5,0,0,0
12706,4066,2502,1497,1110,757,588,455,351,258,236,226,191,86,83,20,5,10,10,0,0
12648,4060,2141,1460,1044,695,602,487,322,283,221,175,109,144,76,5,10,32,0,0,0
12783,3664,2125,1434,1166,708,558,523,276,318,209,134,158,68,32,25,5,0,0,0,0
12847,3992,2405,1489,987,682,564,404,308,309,191,226,109,86,51,38,25,0,0,0,0
12686,4134,2131,1440,908,769,575,506,285,298,201,176,132,78,75,35,18,0,0,0,0
12234,4018,2066,1544,966,667,560,351,401,317,281,183,134,40,49,28,5,5,5,0,0
12246,3946,2297,1478,947,694,585,470,422,323,222,140,115,65,81,41,5,0,0,0,0
13087,3872,2279,1255,1029,766,504,458,396,235,245,119,150,99,60,25,23,5,0,0,0
12842,4370,2005,1358,964,732,536,527,390,283,211,203,145,94,63,46,0,5,0,0,0
12686,3914,2466,1384,942,835,535,573,378,199,254,105,136,37,83,20,5,5,0,0,0
12347,4258,2303,1288,925,793,656,410,381,250,160,129,117,71,71,20,15,0,0,0,0
12724,3834,2201,1281,941,729,580,554,323,317,166,214,127,73,45,25,20,5,0,0,0
12425,4142,2246,1383,970,712,669,442,311,344,255,184,120,81,82,15,15,5,0,0,0
12483,4033,2168,1416,992,777,582,574,325,285,246,180,85,124,61,43,10,5,0,0,0
12539,3996,2322,1320,907,746,548,439,439,256,205,150,127,78,38,30,17,0,0,0,0
12732,3934,1951,1519,1107,747,521,416,404,281,215,230,180,99,17,24,5,0,0,0,0
12356,4456,2428,1227,1020,699,555,400,358,206,243,115,170,40,28,20,10,5,0,0,0
12732,4259,2191,1484,1058,782,604,400,396,278,185,141,124,35,56,5,8,10,5,0,0
12517,3745,2315,1522,1044,764,585,446,296,260,195,213,130,47,50,5,19,0,0,0,0
12675,3740,2193,1485,825,704,635,482,355,331,158,126,145,104,57,25,15,0,0,0,0
