Lattice123x123.csv,,,,,,,,,,,,,,,,,,,,
10,9,3,0,,,,,,,,,,,,,,,,,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120
15129,12090.92,9990.3,8450.77,7198.01,6173.08,5265.48,4513.92,3719.15,3027.44,2381.53,1773.1,1254.04,867.39,559.3,335.39,171.72,72.12,19.95,1.48,0
15129,12062,10084,8663,7183,6144,4904,4573,3714,3277,2652,1840,1281,866,578,437,154,41,15,0,0
15129,12188,9911,8349,7096,6484,5052,4706,3593,2879,2347,1700,1093,804,634,369,175,85,28,0,0
15129,12101,9822,8558,6865,6216,5048,4599,3934,2781,2255,1999,1330,936,590,325,122,71,35,5,0
15129,12084,10129,8159,7102,6185,5233,4423,3503,3111,2301,1788,1327,971,542,416,252,76,41,0,0
15129,12063,10109,8264,7039,6036,5136,4611,3903,3176,2449,1825,1193,843,619,256,145,38,35,0,0
15129,12189,9772,8305,7204,6137,5274,4551,3689,3403,2478,1789,1240,813,471,324,157,75,5,0,0
15129,12228,9867,8801,7151,6399,5449,4620,3569,3125,2163,1634,1223,1007,673,381,149,65,20,0,0
15129,11998,9960,8109,7541,6275,5607,4496,3549,2968,2485,1884,1101,883,599,339,207,96,25,0,0
15129,11897,10097,8462,7631,6497,5377,4638,3655,3091,2317,1623,1184,789,555,389,150,86,20,0,0
15129,12103,10135,8181,7223,6532,5699,4811,3593,2821,2303,1535,1377,789,622,321,177,75,10,0,0
15129,12068,9959,8472,7326,6631,5119,4563,3864,2895,2425,1875,1053,891,493,408,172,55,10,5,0
15129,12126,9918,8567,7283,6145,5174,4370,3700,2892,2273,1687,1113,840,491,250,130,85,15,5,0
15129,12148,10120,8619,7233,5914,5265,4595,3711,3122,2301,1872,1188,964,574,311,224,60,15,8,0
15129,12011,10039,8289,7281,6044,5481,4580,3783,3149,2458,1875,1191,710,535,387,139,68,25,0,0
15129,12106,9686,8432,6629,5930,5276,4472,4125,2951,2493,1757,1189,879,602,395,203,118,10,0,0
15129,12106,9955,8451,7272,6261,5628,4448,3697,2851,2357,1765,1104,966,634,353,140,50,20,0,0
15129,12109,9932,8567,7439,6015,5063,4545,3577,3170,2419,1702,1290,900,558,290,118,35,10,0,0
15129,12200,10096,8081,7170,6083,5624,4605,3764,3094,2296,1783,1271,849,517,344,173,85,5,5,0
15129,12239,9958,8515,6910,6264,5510,4901,3768,3020,2630,1663,1229,852,616,349,180,61,15,5,0
15129,12114,9940,8602,6882,5926,5063,4706,3846,2976,2547,1899,1408,717,591,401,119,60,20,0,0
15129,12194,10204,8383,7249,5947,4838,4270,3842,2834,2445,1818,1391,962,618,337,143,58,20,0,0
15129,12084,10082,8549,7277,6147,5438,4332,3881,2786,2381,1579,1185,797,533,319,229,50,15,5,0
15129,12117,9973,8459,7082,6624,5108,4368,3827,2940,2339,1802,1185,940,560,319,239,66,25,0,0
15129,12119,9889,8256,7244,5987,5364,4447,3818,3095,2315,1908,1486,776,519,420,152,48,33,10,0
15129,12116,9958,8613,7430,6325,4912,4523,3578,2997,2311,1958,1307,990,521,311,235,65,30,0,0
15129,12030,9861,8528,7094,6404,5578,4629,4071,2918,2475,1684,1265,895,456,339,242,45,25,0,0
15129,12105,10080,8310,7459,6475,4964,4638,3755,3052,2286,1917,1386,897,643,279,161,35,30,0,0
15129,12127,9859,8538,7493,6194,5203,4429,3710,2881,2345,1639,1196,791,502,263,176,78,28,5,0
15129,11985,10116,7964,7220,6151,5671,4239,3602,3036,2498,1632,1443,939,545,424,226,80,20,0,0
15129,12135,10003,8388,7217,6045,5316,4642,3895,3254,2609,1741,1210,819,574,216,158,63,15,0,0
15129,12181,10109,8606,7465,6223,5316,4504,3370,2806,2389,1529,1312,993,654,275,129,76,20,0,0
15129,11959,10147,8437,7328,6451,5382,4724,3762,2912,2481,1642,1189,880,506,359,147,71,35,0,0
15129,12106,10002,8385,7195,6623,5464,4596,3615,3176,2270,1819,955,838,529,426,120,66,5,0,0
15129,12176,9898,8496,7062,5933,5309,4694,3687,2782,2553,1661,1388,813,611,353,176,63,30,0,0
15129,12139,9983,8701,7447,6343,5397,4567,3398,2954,2654,1700,1014,869,411,289,133,45,5,0,0
15129,12040,10101,8421,7571,6222,5040,4539,3713,3303,2254,1598,1291,763,561,303,221,61,10,0,0
15129,12201,10048,8417,7099,6260,5050,4690,3882,3133,2407,1874,1177,844,570,311,221,103,30,0,0
15129,12100,9943,8184,7159,6262,5128,4495,3908,2918,2142,1816,1259,837,554,386,184,63,20,0,0
15129,12151,10179,8556,7005,5973,5268,4665,3773,2840,2421,1824,1134,769,560,328,151,61,15,0,0
15129,12088,9963,8636,7140,6022,5551,4836,3734,2891,2255,1782,1135,968,504,388,133,65,31,10,0
15129,12110,9953,8332,7305,6000,5134,4408,3857,3164,2461,1727,1232,844,649,360,194,67,28,0,0
15129,12057,9844,8637,6826,6394,5215,4423,3611,3175,2432,1792,1246,927,646,310,191,80,23,0,0
15129,12225,9941,8391,7128,6025,5198,4906,3627,2837,2414,1805,1104,719,542,358,141,93,10,5,0
15129,12078,9845,8595,7132,5957,5102,3873,3775,3051,2469,1789,1230,787,556,364,146,66,25,0,0
15129,12010,10235,8543,7068,6257,5406,4411,3663,3062,2312,1833,1250,765,480,317,140,101,15,0,0
15129,11989,9844,8756,7280,6179,5182,4549,3870,2973,2352,1675,1350,851,621,375,224,79,10,0,0
15129,12077,10045,8311,7203,5640,5420,4643,3777,3145,2274,2016,1322,978,675,278,148,97,40,0,0
15129,12192,10124,8789,7182,6242,5376,4682,3778,2833,2348,1735,1308,969,539,246,172,48,15,5,0
15129,12102,9989,8440,7337,6145,5200,4394,3607,3136,2299,1672,1285,814,545,288,194,56,28,5,0
15129,12071,10163,8307,7100,6250,5260,4532,3839,2726,2332,1870,1260,756,529,268,187,56,5,0,0
15129,12021,9784,8320,6849,5909,5243,4484,3693,2958,2308,1684,1275,787,537,283,175,93,25,0,0
15129,12110,9975,8276,6974,6018,4924,4197,3749,2985,2334,1794,1239,838,511,417,155,63,20,0,0
15129,12040,9968,8445,7562,6010,5252,4689,3543,3043,2203,1754,1067,832,550,374,121,73,20,5,0
15129,12207,9941,8312,7113,5839,5331,4439,3431,3021,2371,1708,1300,729,622,400,167,83,20,5,0
15129,11922,9961,8367,7319,5888,5086,4209,3941,3198,2348,1826,1208,801,662,262,202,76,30,0,0
15129,12064,9952,8389,6937,5944,5203,4501,3589,2968,2309,1933,1210,888,540,284,151,61,20,10,0
15129,12027,9974,8523,7402,6208,5297,4252,3645,3222,2204,1523,1337,856,535,302,164,99,25,5,0
15129,12105,10023,8572,7264,6142,5295,4364,3461,3084,2312,1583,1313,993,620,379,219,96,5,0,0
15129,11974,10157,8301,7101,6187,5214,4408,4017,3076,2400,1741,1231,938,647,304,167,88,15,0,0
