Lattice3x5043.csv,
13,12,8,0,
0,756,1512,2268,3024,3780,4536,5292,6048,6804,7560,8316,9072,9828,10584,11340,12096,12852,13608,14364,15120,
15129.0,11547.2,8669.03,6537.9,4976.75,3841.72,2969.34,2319.19,1779.5,1332.82,956.15,657.25,416.04,245.6,125.75,57.01,21.87,5.88,0.65,0.0,0.0,
15129,11535,8798,6456,4980,3868,3096,2199,1717,1356,1030,727,442,224,115,37,30,0,0,0,0,
15129,11531,8806,6426,5144,3769,3123,2338,1841,1320,1032,732,398,188,103,50,25,10,0,0,0,
15129,11590,8511,6603,4904,3975,2854,2295,1753,1317,1001,647,449,208,124,66,20,5,0,0,0,
15129,11587,8676,6457,5014,3778,2954,2105,1870,1332,995,664,383,241,98,73,10,5,0,0,0,
15129,11475,8566,6617,4998,4169,2931,2465,1807,1458,931,674,400,221,95,70,30,5,0,0,0,
15129,11587,8847,6379,5033,3872,3015,2432,1907,1160,906,635,430,225,171,68,52,8,0,0,0,
15129,11545,8524,6287,5051,3678,2988,2371,1856,1376,1075,676,494,218,101,30,20,5,0,0,0,
15129,11593,8878,6424,4920,3942,2815,2033,1597,1143,992,596,435,239,114,60,20,0,0,0,0,
15129,11552,8662,6760,5430,3909,3003,2432,1970,1321,1029,734,432,202,156,70,20,0,0,0,0,
15129,11526,8713,6768,4892,3800,3191,2484,1614,1259,1100,651,364,273,165,80,30,5,0,0,0,
15129,11553,8599,6415,4908,3722,2873,2565,1810,1276,866,676,426,293,145,57,10,10,0,0,0,
15129,11598,8599,6312,5048,3688,3104,2303,1821,1520,1044,683,377,244,109,72,25,18,5,0,0,
15129,11559,8525,6553,4815,4033,2827,2414,1891,1311,940,725,432,253,138,40,40,0,0,0,0,
15129,11536,8697,6596,4887,3919,2906,2518,1729,1353,906,619,371,232,101,40,15,5,0,0,0,
15129,11600,8675,6571,4945,3728,3109,2658,1944,1380,921,618,452,280,87,85,15,5,0,0,0,
15129,11449,8646,6657,4934,3888,3062,2398,1751,1387,901,646,373,224,90,20,10,5,0,0,0,
15129,11682,8331,6668,4834,3814,3128,2150,1733,1293,938,750,409,265,143,73,20,10,0,0,0,
15129,11462,8611,6673,4990,3872,2978,2203,1795,1347,955,625,421,223,151,35,35,5,0,0,0,
15129,11524,8585,6563,4891,3636,2960,2518,1627,1468,904,585,393,173,79,50,10,5,0,0,0,
15129,11479,8909,6519,5104,3713,3116,2350,1824,1301,1016,720,394,283,96,50,35,5,0,0,0,
15129,11649,8542,6558,5118,3866,2849,2262,1720,1362,1054,632,364,253,155,40,29,10,0,0,0,
15129,11566,8728,6606,4940,4000,2805,2333,1750,1421,951,647,373,268,145,52,40,5,0,0,0,
15129,11565,8610,6603,4913,3820,2986,2357,1683,1413,964,657,403,252,144,35,15,10,0,0,0,
15129,11643,8577,6411,4968,3758,3063,2322,1870,1296,1017,619,362,279,101,50,20,10,0,0,0,
15129,11564,8747,6556,4941,3764,2982,2155,1835,1393,971,556,384,227,119,45,17,5,0,0,0,
15129,11562,8673,6653,4941,4027,3088,2312,1747,1234,905,660,404,233,124,45,47,10,0,0,0,
15129,11605,8840,6701,5023,3682,2860,2539,1606,1363,1007,696,423,257,140,60,10,10,0,0,0,
15129,11538,8710,6532,4864,4061,3039,2193,1813,1411,888,605,475,253,96,83,20,5,0,0,0,
15129,11549,8648,6586,5125,4031,2816,2479,1746,1473,925,711,405,225,101,82,23,5,0,0,0,
15129,11473,8764,6585,5117,3874,2890,2044,1872,1264,893,724,480,195,116,72,5,0,0,0,0,
15129,11590,8518,6547,5159,3973,2845,2490,1906,1462,953,770,444,267,110,54,30,0,5,0,0,
